fail_log_id,student_id,full_name,biometric_id,date,time,device_id,device_name,subject_code,fail_reason,match_score,attempt_no
FAIL0005765,UGF23AI338,Farhan Shankar Mishra,BIO0338,2024-11-28,14:02:00,RDR-BIO-004,Startek FM220U,AIPC353T,Scar/Cut on Finger,21.56,1
FAIL0005766,UGF23AI338,Farhan Shankar Mishra,BIO0338,2024-11-28,14:02:00,RDR-BIO-004,Startek FM220U,AIPC353T,Scar/Cut on Finger,4.13,2
FAIL0005767,UGF23AI346,Kunal Gupta,BIO0346,2024-11-28,14:06:00,RDR-BIO-004,Startek FM220U,AIPC353T,Scar/Cut on Finger,7.05,1
FAIL0005768,UGF23AI346,Kunal Gupta,BIO0346,2024-11-28,14:06:00,RDR-BIO-004,Startek FM220U,AIPC353T,Timeout,11.9,2
FAIL0005769,UGF23AI349,Eshaan Kumar Kumar,BIO0349,2024-11-28,14:03:00,RDR-BIO-004,Startek FM220U,AIPC353T,Sensor Dirty,31.6,1
FAIL0005770,UGF23AI366,Kalpesh Shankar Ghosh,BIO0366,2024-11-28,14:00:00,RDR-BIO-004,Startek FM220U,AIPC353T,Wet Finger,39.92,1
FAIL0005771,UGF23AI366,Kalpesh Shankar Ghosh,BIO0366,2024-11-28,14:00:00,RDR-BIO-004,Startek FM220U,AIPC353T,Timeout,35.63,2
FAIL0005772,UGF23AI373,Mukesh Ram Zende,BIO0373,2024-11-28,14:00:00,RDR-BIO-004,Startek FM220U,AIPC353T,Dry Finger,18.31,1
FAIL0005773,UGF23AI373,Mukesh Ram Zende,BIO0373,2024-11-28,14:00:00,RDR-BIO-004,Startek FM220U,AIPC353T,Wet Finger,8.06,2
FAIL0005774,UGF23AI378,Zara Nambiar,BIO0378,2024-11-28,14:01:00,RDR-BIO-004,Startek FM220U,AIPC353T,Scar/Cut on Finger,2.39,1
FAIL0005775,UGF23AI381,Faisal Das Saxena,BIO0381,2024-11-28,14:01:00,RDR-BIO-004,Startek FM220U,AIPC353T,Sensor Dirty,9.77,1
FAIL0005776,UGF23AI381,Faisal Das Saxena,BIO0381,2024-11-28,14:01:00,RDR-BIO-004,Startek FM220U,AIPC353T,Timeout,30.11,2
FAIL0005777,UGF23AI115,Divya Zende,BIO0115,2024-11-29,15:02:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Scar/Cut on Finger,9.44,1
FAIL0005778,UGF23AI121,Manish Chand Mehta,BIO0121,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Finger Rotated,1.81,1
FAIL0005779,UGF23AI150,Sakshi Prasad Ambhore,BIO0150,2024-11-29,15:02:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Partial Print,0.5,1
FAIL0005780,UGF23AI170,Harsha Bala Das,BIO0170,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Timeout,36.68,1
FAIL0005781,UGF23AI170,Harsha Bala Das,BIO0170,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Partial Print,23.52,2
FAIL0005782,UGF23AI190,Chandra Sai Wagh,BIO0190,2024-11-29,15:00:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Scar/Cut on Finger,37.97,1
FAIL0005783,UGF23AI190,Chandra Sai Wagh,BIO0190,2024-11-29,15:00:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Dry Finger,35.77,2
FAIL0005784,UGF23AI196,Lalit Unde,BIO0196,2024-11-29,15:07:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Scar/Cut on Finger,12.87,1
FAIL0005785,UGF23AI200,Om Bhatia,BIO0200,2024-11-29,15:26:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Partial Print,34.14,1
FAIL0005786,UGF23AI202,Dayanand Rao Zende,BIO0202,2024-11-29,15:02:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Wet Finger,30.04,1
FAIL0005787,UGF23AI222,Mahesh Wagh,BIO0222,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Dry Finger,21.77,1
FAIL0005788,UGF23AI222,Mahesh Wagh,BIO0222,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Sensor Dirty,0.52,2
FAIL0005789,UGF23AI224,Ishaan Raj Wagh,BIO0224,2024-11-29,15:00:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Timeout,0.62,1
FAIL0005790,UGF23AI229,Kalpesh Bala Hande,BIO0229,2024-11-29,15:00:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Sensor Dirty,33.28,1
FAIL0005791,UGF23AI231,Vidya Das Kumar,BIO0231,2024-11-29,15:02:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Low Quality Image,38.25,1
FAIL0005792,UGF23AI231,Vidya Das Kumar,BIO0231,2024-11-29,15:02:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Timeout,6.02,2
FAIL0005793,UGF23AI235,Tariq Thakur,BIO0235,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Sensor Dirty,35.14,1
FAIL0005794,UGF23AI235,Tariq Thakur,BIO0235,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Dry Finger,23.78,2
FAIL0005795,UGF23AI255,Amrita Rao Banerjee,BIO0255,2024-11-29,15:02:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Dry Finger,0.33,1
FAIL0005796,UGF23AI271,Kiran Tiwari,BIO0271,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Partial Print,14.84,1
FAIL0005797,UGF23AI271,Kiran Tiwari,BIO0271,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Finger Rotated,3.71,2
FAIL0005798,UGF23AI274,Mithun Sai Waghmare,BIO0274,2024-11-29,15:01:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Sensor Dirty,13.28,1
FAIL0005799,UGF23AI282,Onkar Nath Ambhore,BIO0282,2024-11-29,15:01:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Scar/Cut on Finger,34.91,1
FAIL0005800,UGF23AI285,Ila Raj Ingole,BIO0285,2024-11-29,15:02:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Timeout,38.62,1
FAIL0005801,UGF23AI285,Ila Raj Ingole,BIO0285,2024-11-29,15:02:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Finger Rotated,28.02,2
FAIL0005802,UGF23AI287,Indira Bhatia,BIO0287,2024-11-29,15:00:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Sensor Dirty,15.27,1
FAIL0005803,UGF23AI287,Indira Bhatia,BIO0287,2024-11-29,15:00:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Wet Finger,23.27,2
FAIL0005804,UGF23AI293,Divya Lal Hande,BIO0293,2024-11-29,15:01:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Timeout,36.44,1
FAIL0005805,UGF23AI295,Ekta Shankar Yadav,BIO0295,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Finger Rotated,27.06,1
FAIL0005806,UGF23AI295,Ekta Shankar Yadav,BIO0295,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Dry Finger,31.75,2
FAIL0005807,UGF23AI302,Lakshmi Chand Patil,BIO0302,2024-11-29,15:08:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Scar/Cut on Finger,20.55,1
FAIL0005808,UGF23AI316,Manish Sai Iyer,BIO0316,2024-11-29,15:25:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Wet Finger,32.0,1
FAIL0005809,UGF23AI316,Manish Sai Iyer,BIO0316,2024-11-29,15:25:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Scar/Cut on Finger,22.36,2
FAIL0005810,UGF23AI321,Yamini Londhe,BIO0321,2024-11-29,15:02:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Partial Print,2.91,1
FAIL0005811,UGF23AI343,Wasim Das Mishra,BIO0343,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Scar/Cut on Finger,0.05,1
FAIL0005812,UGF23AI343,Wasim Das Mishra,BIO0343,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Finger Rotated,32.97,2
FAIL0005813,UGF23AI345,Gajanan Chand Ambhore,BIO0345,2024-11-29,15:01:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Wet Finger,0.77,1
FAIL0005814,UGF23AI348,Aarav Upadhyay,BIO0348,2024-11-29,15:02:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Finger Rotated,4.19,1
FAIL0005815,UGF23AI348,Aarav Upadhyay,BIO0348,2024-11-29,15:02:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Partial Print,10.88,2
FAIL0005816,UGF23AI349,Eshaan Kumar Kumar,BIO0349,2024-11-29,15:21:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Dry Finger,33.49,1
FAIL0005817,UGF23AI349,Eshaan Kumar Kumar,BIO0349,2024-11-29,15:21:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Timeout,32.21,2
FAIL0005818,UGF23AI372,Bhushan Raj Kadam,BIO0372,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Scar/Cut on Finger,30.8,1
FAIL0005819,UGF23AI372,Bhushan Raj Kadam,BIO0372,2024-11-29,15:03:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Partial Print,19.43,2
FAIL0005820,UGF23AI101,Jatin Kumar Ambhore,BIO0101,2024-12-02,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Timeout,38.14,1
FAIL0005821,UGF23AI104,Anjali Nath More,BIO0104,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,12.7,1
FAIL0005822,UGF23AI107,Mohit Nath Gangurde,BIO0107,2024-12-02,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,22.94,1
FAIL0005823,UGF23AI107,Mohit Nath Gangurde,BIO0107,2024-12-02,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,24.8,2
FAIL0005824,UGF23AI109,Mohit Rao Agarwal,BIO0109,2024-12-02,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,11.6,1
FAIL0005825,UGF23AI112,Ravi Kumar Joshi,BIO0112,2024-12-02,09:16:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Dry Finger,26.0,1
FAIL0005826,UGF23AI126,Rajesh Shankar Chavan,BIO0126,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Timeout,32.88,1
FAIL0005827,UGF23AI126,Rajesh Shankar Chavan,BIO0126,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Scar/Cut on Finger,32.43,2
FAIL0005828,UGF23AI127,Indira Sai Hegde,BIO0127,2024-12-02,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Timeout,15.76,1
FAIL0005829,UGF23AI130,Lalit Shankar Salve,BIO0130,2024-12-02,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,26.83,1
FAIL0005830,UGF23AI130,Lalit Shankar Salve,BIO0130,2024-12-02,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,33.36,2
FAIL0005831,UGF23AI131,Pooja Lal Patel,BIO0131,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,27.59,1
FAIL0005832,UGF23AI131,Pooja Lal Patel,BIO0131,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Sensor Dirty,39.85,2
FAIL0005833,UGF23AI132,Abhishek Kumar Shah,BIO0132,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Scar/Cut on Finger,32.14,1
FAIL0005834,UGF23AI133,Indira Ram Ingole,BIO0133,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Timeout,12.67,1
FAIL0005835,UGF23AI135,Dev Sai Dalvi,BIO0135,2024-12-02,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Dry Finger,2.87,1
FAIL0005836,UGF23AI144,Tejas Ram Deshpande,BIO0144,2024-12-02,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Sensor Dirty,35.33,1
FAIL0005837,UGF23AI166,Gaurav Naik,BIO0166,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,7.23,1
FAIL0005838,UGF23AI173,Tanvi Sai Mehta,BIO0173,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,24.52,1
FAIL0005839,UGF23AI179,Onkar Kumar Mishra,BIO0179,2024-12-02,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,20.76,1
FAIL0005840,UGF23AI191,Yogesh Devi Bhosale,BIO0191,2024-12-02,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Scar/Cut on Finger,30.43,1
FAIL0005841,UGF23AI200,Om Bhatia,BIO0200,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Dry Finger,20.51,1
FAIL0005842,UGF23AI201,Chetan Ingole,BIO0201,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,17.96,1
FAIL0005843,UGF23AI201,Chetan Ingole,BIO0201,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,10.1,2
FAIL0005844,UGF23AI208,Akash Rao Rao,BIO0208,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Sensor Dirty,39.88,1
FAIL0005845,UGF23AI227,Urmila Zende,BIO0227,2024-12-02,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,14.77,1
FAIL0005846,UGF23AI229,Kalpesh Bala Hande,BIO0229,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Partial Print,1.31,1
FAIL0005847,UGF23AI250,Kedar Chatterjee,BIO0250,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Dry Finger,13.81,1
FAIL0005848,UGF23AI254,Priya Ram Ahuja,BIO0254,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,3.87,1
FAIL0005849,UGF23AI259,Deepika Kharat,BIO0259,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Partial Print,33.01,1
FAIL0005850,UGF23AI259,Deepika Kharat,BIO0259,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,20.99,2
FAIL0005851,UGF23AI272,Sneha Prakash Londhe,BIO0272,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,23.38,1
FAIL0005852,UGF23AI275,Vishal Sai Shah,BIO0275,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Sensor Dirty,5.21,1
FAIL0005853,UGF23AI276,Anika Shah,BIO0276,2024-12-02,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,13.58,1
FAIL0005854,UGF23AI295,Ekta Shankar Yadav,BIO0295,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,30.93,1
FAIL0005855,UGF23AI298,Nilesh Ram Kulkarni,BIO0298,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Timeout,28.21,1
FAIL0005856,UGF23AI313,Tariq Prakash More,BIO0313,2024-12-02,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Scar/Cut on Finger,36.54,1
FAIL0005857,UGF23AI319,Anika Rao Bhange,BIO0319,2024-12-02,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Timeout,28.5,1
FAIL0005858,UGF23AI329,Pallavi Prasad Banerjee,BIO0329,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Scar/Cut on Finger,37.34,1
FAIL0005859,UGF23AI330,Omkar Chand Lal,BIO0330,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,27.23,1
FAIL0005860,UGF23AI361,Firoz Das Narwade,BIO0361,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,29.13,1
FAIL0005861,UGF23AI362,Divya Das,BIO0362,2024-12-02,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,30.92,1
FAIL0005862,UGF23AI373,Mukesh Ram Zende,BIO0373,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Scar/Cut on Finger,17.54,1
FAIL0005863,UGF23AI373,Mukesh Ram Zende,BIO0373,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Scar/Cut on Finger,19.15,2
FAIL0005864,UGF23AI376,Faisal Kadam,BIO0376,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Dry Finger,8.78,1
FAIL0005865,UGF23AI388,Jiya Nath Junghare,BIO0388,2024-12-02,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,3.58,1
FAIL0005866,UGF23AI391,Rekha Rao Singh,BIO0391,2024-12-02,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Partial Print,29.43,1
FAIL0005867,UGF23AI394,Om Nath Londhe,BIO0394,2024-12-02,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,27.4,1
FAIL0005868,UGF23AI399,Hitesh Sai Takle,BIO0399,2024-12-02,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Sensor Dirty,28.39,1
FAIL0005869,UGF23AI101,Jatin Kumar Ambhore,BIO0101,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,17.96,1
FAIL0005870,UGF23AI101,Jatin Kumar Ambhore,BIO0101,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Partial Print,5.27,2
FAIL0005871,UGF23AI114,Onkar Prasad Mishra,BIO0114,2024-12-02,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,3.2,1
FAIL0005872,UGF23AI115,Divya Zende,BIO0115,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,24.77,1
FAIL0005873,UGF23AI115,Divya Zende,BIO0115,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,33.31,2
FAIL0005874,UGF23AI128,Amrita Shankar Londhe,BIO0128,2024-12-02,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,25.1,1
FAIL0005875,UGF23AI136,Jagdish Naik,BIO0136,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,10.28,1
FAIL0005876,UGF23AI139,Zara Das Rao,BIO0139,2024-12-02,09:11:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,11.88,1
FAIL0005877,UGF23AI140,Sandeep Rao Bhatia,BIO0140,2024-12-02,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Wet Finger,35.23,1
FAIL0005878,UGF23AI142,Chetan Devi Raut,BIO0142,2024-12-02,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,34.96,1
FAIL0005879,UGF23AI148,Chandra Kulkarni,BIO0148,2024-12-02,09:23:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,25.61,1
FAIL0005880,UGF23AI151,Gajanan Prasad Jain,BIO0151,2024-12-02,09:17:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,20.98,1
FAIL0005881,UGF23AI151,Gajanan Prasad Jain,BIO0151,2024-12-02,09:17:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Timeout,28.8,2
FAIL0005882,UGF23AI155,Tushar Chand Dange,BIO0155,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,16.67,1
FAIL0005883,UGF23AI163,Aditi Lal Dalvi,BIO0163,2024-12-02,09:20:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Partial Print,29.77,1
FAIL0005884,UGF23AI163,Aditi Lal Dalvi,BIO0163,2024-12-02,09:20:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,17.3,2
FAIL0005885,UGF23AI170,Harsha Bala Das,BIO0170,2024-12-02,09:15:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,16.27,1
FAIL0005886,UGF23AI194,Omkar Kumar,BIO0194,2024-12-02,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Sensor Dirty,22.43,1
FAIL0005887,UGF23AI200,Om Bhatia,BIO0200,2024-12-02,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Partial Print,36.84,1
FAIL0005888,UGF23AI200,Om Bhatia,BIO0200,2024-12-02,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,36.28,2
FAIL0005889,UGF23AI201,Chetan Ingole,BIO0201,2024-12-02,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Sensor Dirty,7.37,1
FAIL0005890,UGF23AI209,Rekha Nath Tiwari,BIO0209,2024-12-02,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,3.87,1
FAIL0005891,UGF23AI209,Rekha Nath Tiwari,BIO0209,2024-12-02,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Wet Finger,14.99,2
FAIL0005892,UGF23AI222,Mahesh Wagh,BIO0222,2024-12-02,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,30.31,1
FAIL0005893,UGF23AI228,Varun Prakash Raut,BIO0228,2024-12-02,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,6.08,1
FAIL0005894,UGF23AI238,Aditi Bala Bhange,BIO0238,2024-12-02,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,5.53,1
FAIL0005895,UGF23AI264,Esha Das Bhange,BIO0264,2024-12-02,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,12.27,1
FAIL0005896,UGF23AI264,Esha Das Bhange,BIO0264,2024-12-02,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,30.62,2
FAIL0005897,UGF23AI273,Dev Sai Pawar,BIO0273,2024-12-02,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,35.47,1
FAIL0005898,UGF23AI276,Anika Shah,BIO0276,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,30.33,1
FAIL0005899,UGF23AI280,Kalpesh Prakash Hande,BIO0280,2024-12-02,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,26.7,1
FAIL0005900,UGF23AI290,Tariq Shankar Pawar,BIO0290,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Sensor Dirty,5.67,1
FAIL0005901,UGF23AI304,Mohit Nath Kumar,BIO0304,2024-12-02,09:08:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,5.09,1
FAIL0005902,UGF23AI314,Yamini Ram Patil,BIO0314,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,37.41,1
FAIL0005903,UGF23AI314,Yamini Ram Patil,BIO0314,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,39.98,2
FAIL0005904,UGF23AI320,Rekha Kumar Fernandes,BIO0320,2024-12-02,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Timeout,21.6,1
FAIL0005905,UGF23AI329,Pallavi Prasad Banerjee,BIO0329,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Sensor Dirty,11.88,1
FAIL0005906,UGF23AI333,Chetna Ram Upadhyay,BIO0333,2024-12-02,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,17.6,1
FAIL0005907,UGF23AI333,Chetna Ram Upadhyay,BIO0333,2024-12-02,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Wet Finger,39.26,2
FAIL0005908,UGF23AI341,Jatin Bala Upadhyay,BIO0341,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Sensor Dirty,22.91,1
FAIL0005909,UGF23AI341,Jatin Bala Upadhyay,BIO0341,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Timeout,20.42,2
FAIL0005910,UGF23AI345,Gajanan Chand Ambhore,BIO0345,2024-12-02,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Partial Print,31.83,1
FAIL0005911,UGF23AI355,Hina Bala Agarwal,BIO0355,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Timeout,26.54,1
FAIL0005912,UGF23AI363,Madhuri Devi Pawar,BIO0363,2024-12-02,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,16.9,1
FAIL0005913,UGF23AI366,Kalpesh Shankar Ghosh,BIO0366,2024-12-02,09:11:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,20.04,1
FAIL0005914,UGF23AI371,Wasim Prasad Patel,BIO0371,2024-12-02,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Timeout,13.94,1
FAIL0005915,UGF23AI371,Wasim Prasad Patel,BIO0371,2024-12-02,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,18.04,2
FAIL0005916,UGF23AI379,Chetan Salve,BIO0379,2024-12-02,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,26.78,1
FAIL0005917,UGF23AI104,Anjali Nath More,BIO0104,2024-12-03,10:00:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Scar/Cut on Finger,14.36,1
FAIL0005918,UGF23AI115,Divya Zende,BIO0115,2024-12-03,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Wet Finger,22.96,1
FAIL0005919,UGF23AI121,Manish Chand Mehta,BIO0121,2024-12-03,10:00:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Sensor Dirty,3.71,1
FAIL0005920,UGF23AI134,Wasim Nambiar,BIO0134,2024-12-03,10:00:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Dry Finger,38.02,1
FAIL0005921,UGF23AI143,Siddharth Vaghmare,BIO0143,2024-12-03,10:00:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Wet Finger,6.24,1
FAIL0005922,UGF23AI143,Siddharth Vaghmare,BIO0143,2024-12-03,10:00:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Sensor Dirty,34.37,2
FAIL0005923,UGF23AI150,Sakshi Prasad Ambhore,BIO0150,2024-12-03,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Wet Finger,34.87,1
