gate_log_id,full_name,student_id,roll_number,class_section,biometric_id,finger_used,match_score,scan_quality,date,entry_time,exit_time,duration_hrs,device_id,device_name,reader_location
GATE0026400,Iqbal Raj Pillai,UGF23AI122,B08,CSE-AIML-B,BIO0122,Right Thumb,97.15,Good,2024-11-12,08:23:14,16:48:10,8.42,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026401,Priya Das Shah,UGF23AI124,A09,CSE-AIML-A,BIO0124,Right Little,78.09,Average,2024-11-12,08:53:19,16:15:05,7.36,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026402,Hina Das Thakur,UGF23AI125,B09,CSE-AIML-B,BIO0125,Right Ring,79.52,Good,2024-11-12,08:53:28,16:59:35,8.1,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026403,Rajesh Shankar Chavan,UGF23AI126,C09,CSE-AIML-C,BIO0126,Right Middle,81.46,Good,2024-11-12,08:45:08,16:00:42,7.26,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026404,Indira Sai Hegde,UGF23AI127,A10,CSE-AIML-A,BIO0127,Right Little,93.1,Good,2024-11-12,08:43:16,16:28:54,7.76,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026405,Amrita Shankar Londhe,UGF23AI128,B10,CSE-AIML-B,BIO0128,Right Little,99.88,Good,2024-11-12,08:46:56,16:23:17,7.61,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026406,Chetna Lal Ghosh,UGF23AI129,C10,CSE-AIML-C,BIO0129,Right Little,84.77,Excellent,2024-11-12,08:22:24,16:05:51,7.72,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026407,Pooja Lal Patel,UGF23AI131,B11,CSE-AIML-B,BIO0131,Right Thumb,97.88,Good,2024-11-12,08:31:45,16:26:06,7.91,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026408,Abhishek Kumar Shah,UGF23AI132,C11,CSE-AIML-C,BIO0132,Right Ring,83.16,Good,2024-11-12,08:43:21,16:20:33,7.62,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026409,Indira Ram Ingole,UGF23AI133,A12,CSE-AIML-A,BIO0133,Right Ring,79.54,Good,2024-11-12,08:32:28,16:20:14,7.8,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026410,Wasim Nambiar,UGF23AI134,B12,CSE-AIML-B,BIO0134,Right Index,77.76,Excellent,2024-11-12,08:37:19,16:59:12,8.36,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026411,Dev Sai Dalvi,UGF23AI135,C12,CSE-AIML-C,BIO0135,Right Thumb,98.51,Good,2024-11-12,08:36:47,16:53:59,8.29,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026412,Jagdish Naik,UGF23AI136,A13,CSE-AIML-A,BIO0136,Right Ring,80.6,Average,2024-11-12,08:19:02,16:15:06,7.93,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026413,Sarita Prakash Bhatia,UGF23AI137,B13,CSE-AIML-B,BIO0137,Right Thumb,76.83,Average,2024-11-12,08:13:42,16:44:51,8.52,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026414,Shruti Prakash Das,UGF23AI138,C13,CSE-AIML-C,BIO0138,Right Ring,98.03,Average,2024-11-12,08:16:24,16:02:36,7.77,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026415,Zara Das Rao,UGF23AI139,A14,CSE-AIML-A,BIO0139,Right Index,91.46,Good,2024-11-12,08:22:05,16:10:20,7.8,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026416,Sandeep Rao Bhatia,UGF23AI140,B14,CSE-AIML-B,BIO0140,Right Index,91.44,Excellent,2024-11-12,08:25:56,16:34:05,8.14,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026417,Devika Shankar Joshi,UGF23AI141,C14,CSE-AIML-C,BIO0141,Right Thumb,83.51,Good,2024-11-12,08:22:04,16:53:34,8.53,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026418,Chetan Devi Raut,UGF23AI142,A15,CSE-AIML-A,BIO0142,Right Ring,92.89,Good,2024-11-12,08:40:17,16:27:08,7.78,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026419,Siddharth Vaghmare,UGF23AI143,B15,CSE-AIML-B,BIO0143,Right Middle,87.87,Excellent,2024-11-12,08:14:24,16:17:26,8.05,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026420,Tejas Ram Deshpande,UGF23AI144,C15,CSE-AIML-C,BIO0144,Right Middle,88.87,Average,2024-11-12,08:06:46,16:12:19,8.09,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026421,Hina Ambhore,UGF23AI145,A16,CSE-AIML-A,BIO0145,Right Ring,77.36,Excellent,2024-11-12,08:46:01,16:31:07,7.75,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026422,Yogesh Rao Gangurde,UGF23AI146,B16,CSE-AIML-B,BIO0146,Right Ring,87.45,Average,2024-11-12,08:02:36,16:11:40,8.15,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026423,Abhishek Nath Ghosh,UGF23AI147,C16,CSE-AIML-C,BIO0147,Right Little,86.77,Average,2024-11-12,08:28:36,16:34:08,8.09,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026424,Chandra Kulkarni,UGF23AI148,A17,CSE-AIML-A,BIO0148,Right Middle,81.14,Excellent,2024-11-12,08:54:06,16:58:19,8.07,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026425,Om Raj Reddy,UGF23AI149,B17,CSE-AIML-B,BIO0149,Right Ring,82.16,Average,2024-11-12,08:33:00,16:01:07,7.47,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026426,Sakshi Prasad Ambhore,UGF23AI150,C17,CSE-AIML-C,BIO0150,Right Index,98.27,Average,2024-11-12,08:32:16,16:51:20,8.32,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026427,Ritika Bala Vaidya,UGF23AI152,B18,CSE-AIML-B,BIO0152,Right Index,87.48,Good,2024-11-12,08:47:12,16:47:31,8.01,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026428,Tariq Lal Joshi,UGF23AI153,C18,CSE-AIML-C,BIO0153,Right Little,82.1,Average,2024-11-12,08:35:22,16:16:38,7.69,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026429,Tejas Nair,UGF23AI154,A19,CSE-AIML-A,BIO0154,Right Little,96.49,Excellent,2024-11-12,08:55:49,16:10:01,7.24,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026430,Tushar Chand Dange,UGF23AI155,B19,CSE-AIML-B,BIO0155,Right Ring,95.96,Good,2024-11-12,08:00:17,16:30:23,8.5,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026431,Pallavi Rao Dalvi,UGF23AI156,C19,CSE-AIML-C,BIO0156,Right Index,85.5,Excellent,2024-11-12,08:26:16,16:50:43,8.41,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026432,Harsha Ram Reddy,UGF23AI157,A20,CSE-AIML-A,BIO0157,Right Little,92.58,Average,2024-11-12,08:28:02,16:39:36,8.19,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026433,Jagdish Raj Jain,UGF23AI158,B20,CSE-AIML-B,BIO0158,Right Ring,97.29,Excellent,2024-11-12,08:49:45,16:16:15,7.44,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026434,Ravi Prasad Lokhande,UGF23AI159,C20,CSE-AIML-C,BIO0159,Right Middle,98.57,Excellent,2024-11-12,08:02:37,16:25:33,8.38,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026435,Pankaj Salve,UGF23AI160,A21,CSE-AIML-A,BIO0160,Right Ring,89.04,Excellent,2024-11-12,08:34:49,16:54:07,8.32,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026436,Hemant Naik,UGF23AI162,C21,CSE-AIML-C,BIO0162,Right Ring,92.23,Good,2024-11-12,08:18:22,16:23:47,8.09,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026437,Aditi Lal Dalvi,UGF23AI163,A22,CSE-AIML-A,BIO0163,Right Middle,75.08,Excellent,2024-11-12,08:45:17,16:29:51,7.74,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026438,Vanshika Waghmare,UGF23AI164,B22,CSE-AIML-B,BIO0164,Right Middle,75.42,Good,2024-11-12,08:45:44,16:40:30,7.91,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026439,Abhishek Bala Patel,UGF23AI165,C22,CSE-AIML-C,BIO0165,Right Middle,86.23,Poor,2024-11-12,08:14:51,16:22:12,8.12,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026440,Gaurav Naik,UGF23AI166,A23,CSE-AIML-A,BIO0166,Right Little,76.71,Good,2024-11-12,08:19:47,16:23:28,8.06,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026441,Dhruv Kadam,UGF23AI168,C23,CSE-AIML-C,BIO0168,Right Thumb,84.93,Average,2024-11-12,08:09:34,16:56:50,8.79,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026442,Ritika Kadam,UGF23AI169,A24,CSE-AIML-A,BIO0169,Right Middle,82.11,Excellent,2024-11-12,08:10:02,16:10:45,8.01,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026443,Harsha Bala Das,UGF23AI170,B24,CSE-AIML-B,BIO0170,Right Index,85.03,Good,2024-11-12,08:28:30,16:50:03,8.36,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026444,Suresh Ram Mehta,UGF23AI171,C24,CSE-AIML-C,BIO0171,Right Ring,99.49,Excellent,2024-11-12,08:05:26,16:11:27,8.1,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026445,Tushar Chand Gite,UGF23AI172,A25,CSE-AIML-A,BIO0172,Right Thumb,78.62,Excellent,2024-11-12,08:45:03,16:07:36,7.38,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026446,Tanvi Sai Mehta,UGF23AI173,B25,CSE-AIML-B,BIO0173,Right Ring,97.75,Average,2024-11-12,08:13:34,16:59:44,8.77,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026447,Vidya Rao Waghmare,UGF23AI175,A26,CSE-AIML-A,BIO0175,Right Middle,77.29,Excellent,2024-11-12,08:34:41,16:56:14,8.36,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026448,Vishal Das Kulkarni,UGF23AI176,B26,CSE-AIML-B,BIO0176,Right Index,91.59,Good,2024-11-12,08:09:02,16:05:58,7.95,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026449,Meera Lal Waghmare,UGF23AI177,C26,CSE-AIML-C,BIO0177,Right Thumb,83.54,Excellent,2024-11-12,08:36:42,16:15:15,7.64,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026450,Isha Mehta,UGF23AI178,A27,CSE-AIML-A,BIO0178,Right Middle,89.39,Average,2024-11-12,08:05:39,16:13:29,8.13,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026451,Onkar Kumar Mishra,UGF23AI179,B27,CSE-AIML-B,BIO0179,Right Thumb,82.39,Excellent,2024-11-12,08:51:38,16:37:24,7.76,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026452,Lalita Zende,UGF23AI180,C27,CSE-AIML-C,BIO0180,Right Little,79.12,Excellent,2024-11-12,08:35:49,16:48:28,8.21,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026453,Rahul Sai Jadhav,UGF23AI181,A28,CSE-AIML-A,BIO0181,Right Ring,79.26,Excellent,2024-11-12,08:15:23,16:38:14,8.38,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026454,Pallavi Devi Pillai,UGF23AI182,B28,CSE-AIML-B,BIO0182,Right Middle,96.74,Good,2024-11-12,08:31:20,16:38:46,8.12,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026455,Ekta Raj Vaidya,UGF23AI183,C28,CSE-AIML-C,BIO0183,Right Little,76.37,Good,2024-11-12,08:30:52,16:33:51,8.05,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026456,Sneha Lal,UGF23AI184,A29,CSE-AIML-A,BIO0184,Right Little,95.48,Good,2024-11-12,08:13:12,16:20:47,8.13,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026457,Zara Kumar Deshpande,UGF23AI185,B29,CSE-AIML-B,BIO0185,Right Thumb,77.27,Excellent,2024-11-12,08:40:28,16:03:59,7.39,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026458,Neha Rao Banerjee,UGF23AI186,C29,CSE-AIML-C,BIO0186,Right Little,85.15,Excellent,2024-11-12,08:06:05,16:14:27,8.14,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026459,Jayesh Junghare,UGF23AI187,A30,CSE-AIML-A,BIO0187,Right Little,84.58,Average,2024-11-12,08:12:22,16:40:26,8.47,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026460,Bhavna Das Bhosale,UGF23AI188,B30,CSE-AIML-B,BIO0188,Right Middle,83.68,Excellent,2024-11-12,08:50:25,16:58:30,8.13,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026461,Dhruv Mukherjee,UGF23AI189,C30,CSE-AIML-C,BIO0189,Right Thumb,91.67,Excellent,2024-11-12,08:17:44,16:26:58,8.15,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026462,Chandra Sai Wagh,UGF23AI190,A31,CSE-AIML-A,BIO0190,Right Index,84.33,Excellent,2024-11-12,08:27:30,16:25:27,7.97,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026463,Yogesh Devi Bhosale,UGF23AI191,B31,CSE-AIML-B,BIO0191,Right Middle,97.18,Excellent,2024-11-12,08:11:12,16:29:08,8.3,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026464,Seema Lal Nambiar,UGF23AI192,C31,CSE-AIML-C,BIO0192,Right Index,79.57,Excellent,2024-11-12,08:26:44,16:07:00,7.67,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026465,Farhan Das,UGF23AI193,A32,CSE-AIML-A,BIO0193,Right Thumb,82.67,Good,2024-11-12,08:36:15,16:05:02,7.48,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026466,Omkar Kumar,UGF23AI194,B32,CSE-AIML-B,BIO0194,Right Thumb,96.32,Poor,2024-11-12,08:54:43,16:00:10,7.09,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026467,Ramesh Ghosh,UGF23AI195,C32,CSE-AIML-C,BIO0195,Right Index,76.29,Average,2024-11-12,08:12:02,16:48:44,8.61,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026468,Lalit Unde,UGF23AI196,A33,CSE-AIML-A,BIO0196,Right Middle,92.23,Average,2024-11-12,08:06:45,16:01:34,7.91,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026469,Chandra Devi Banerjee,UGF23AI198,C33,CSE-AIML-C,BIO0198,Right Index,87.74,Poor,2024-11-12,08:53:15,16:06:02,7.21,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026470,Yash Ghosh,UGF23AI199,A34,CSE-AIML-A,BIO0199,Right Middle,95.09,Good,2024-11-12,08:49:52,16:32:38,7.71,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026471,Om Bhatia,UGF23AI200,B34,CSE-AIML-B,BIO0200,Right Middle,91.18,Excellent,2024-11-12,08:05:13,16:57:00,8.86,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026472,Chetan Ingole,UGF23AI201,C34,CSE-AIML-C,BIO0201,Right Little,76.82,Good,2024-11-12,08:23:05,16:24:18,8.02,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026473,Dayanand Rao Zende,UGF23AI202,A35,CSE-AIML-A,BIO0202,Right Middle,84.51,Excellent,2024-11-12,08:45:08,16:37:39,7.88,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026474,Ravi Hegde,UGF23AI203,B35,CSE-AIML-B,BIO0203,Right Little,82.09,Poor,2024-11-12,08:04:19,16:39:15,8.58,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026475,Priti Ram Dubey,UGF23AI204,C35,CSE-AIML-C,BIO0204,Right Index,81.45,Excellent,2024-11-12,08:36:47,16:19:15,7.71,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026476,Iqbal Ingle,UGF23AI206,B36,CSE-AIML-B,BIO0206,Right Little,87.57,Good,2024-11-12,08:22:24,16:13:02,7.84,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026477,Sarita Devi Unde,UGF23AI207,C36,CSE-AIML-C,BIO0207,Right Little,98.85,Good,2024-11-12,08:24:01,16:48:56,8.42,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026478,Akash Rao Rao,UGF23AI208,A37,CSE-AIML-A,BIO0208,Right Little,95.04,Good,2024-11-12,08:30:13,16:42:40,8.21,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026479,Rekha Nath Tiwari,UGF23AI209,B37,CSE-AIML-B,BIO0209,Right Thumb,91.71,Poor,2024-11-12,08:56:10,16:03:56,7.13,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026480,Seema Mane,UGF23AI210,C37,CSE-AIML-C,BIO0210,Right Middle,88.77,Excellent,2024-11-12,08:10:15,16:16:06,8.1,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026481,Vikas Prasad Nair,UGF23AI212,B38,CSE-AIML-B,BIO0212,Right Ring,83.76,Excellent,2024-11-12,08:39:35,16:39:59,8.01,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026482,Kiran Chand Mishra,UGF23AI213,C38,CSE-AIML-C,BIO0213,Right Middle,81.82,Good,2024-11-12,08:20:17,16:54:45,8.57,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026483,Dev Das Londhe,UGF23AI214,A39,CSE-AIML-A,BIO0214,Right Little,93.33,Excellent,2024-11-12,08:08:37,16:52:05,8.72,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026484,Fatima Ram Upadhyay,UGF23AI215,B39,CSE-AIML-B,BIO0215,Right Ring,76.59,Good,2024-11-12,08:33:05,16:21:44,7.81,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026485,Soham Iyer,UGF23AI216,C39,CSE-AIML-C,BIO0216,Right Index,89.1,Good,2024-11-12,08:44:51,16:34:48,7.83,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026486,Tanvi Nath Chopra,UGF23AI217,A40,CSE-AIML-A,BIO0217,Right Index,87.22,Excellent,2024-11-12,08:58:09,16:21:15,7.38,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026487,Gunjan Devi Rao,UGF23AI218,B40,CSE-AIML-B,BIO0218,Right Little,75.66,Excellent,2024-11-12,08:35:39,16:02:30,7.45,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026488,Zara Lal Zende,UGF23AI219,C40,CSE-AIML-C,BIO0219,Right Ring,95.46,Excellent,2024-11-12,08:03:01,16:06:43,8.06,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026489,Wasim Bala Nair,UGF23AI220,A41,CSE-AIML-A,BIO0220,Right Middle,79.88,Excellent,2024-11-12,08:02:44,16:40:47,8.63,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026490,Lalita Gaikwad,UGF23AI221,B41,CSE-AIML-B,BIO0221,Right Thumb,75.8,Average,2024-11-12,08:35:21,16:23:43,7.81,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026491,Mahesh Wagh,UGF23AI222,C41,CSE-AIML-C,BIO0222,Right Ring,91.0,Good,2024-11-12,08:44:32,16:49:40,8.09,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026492,Meera Ram Chatterjee,UGF23AI223,A42,CSE-AIML-A,BIO0223,Right Index,95.84,Good,2024-11-12,08:45:21,16:54:21,8.15,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026493,Ishaan Raj Wagh,UGF23AI224,B42,CSE-AIML-B,BIO0224,Right Index,91.44,Average,2024-11-12,08:44:14,16:35:43,7.86,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026494,Farhan Bala Pawar,UGF23AI225,C42,CSE-AIML-C,BIO0225,Right Ring,92.94,Excellent,2024-11-12,08:22:03,16:13:32,7.86,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026495,Aditi Prasad Hivrale,UGF23AI226,A43,CSE-AIML-A,BIO0226,Right Ring,77.09,Average,2024-11-12,08:04:32,16:30:56,8.44,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026496,Urmila Zende,UGF23AI227,B43,CSE-AIML-B,BIO0227,Right Thumb,97.05,Good,2024-11-12,08:58:10,16:14:16,7.27,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026497,Varun Prakash Raut,UGF23AI228,C43,CSE-AIML-C,BIO0228,Right Middle,93.8,Excellent,2024-11-12,08:36:31,16:01:13,7.41,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026498,Kalpesh Bala Hande,UGF23AI229,A44,CSE-AIML-A,BIO0229,Right Ring,92.89,Excellent,2024-11-12,08:40:36,16:07:46,7.45,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026499,Nandini Kumar Ingle,UGF23AI230,B44,CSE-AIML-B,BIO0230,Right Little,90.19,Average,2024-11-12,08:39:19,16:38:48,7.99,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026500,Vidya Das Kumar,UGF23AI231,C44,CSE-AIML-C,BIO0231,Right Thumb,92.46,Average,2024-11-12,08:15:01,16:39:24,8.41,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026501,Gajanan Raj Tiwari,UGF23AI232,A45,CSE-AIML-A,BIO0232,Right Ring,79.1,Good,2024-11-12,08:49:13,16:19:31,7.5,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026502,Pankaj Das Upadhyay,UGF23AI233,B45,CSE-AIML-B,BIO0233,Right Middle,84.71,Good,2024-11-12,08:28:12,16:11:56,7.73,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026503,Faisal Naik,UGF23AI234,C45,CSE-AIML-C,BIO0234,Right Middle,99.53,Good,2024-11-12,08:38:29,16:42:03,8.06,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026504,Tariq Thakur,UGF23AI235,A46,CSE-AIML-A,BIO0235,Right Thumb,99.49,Poor,2024-11-12,08:35:22,16:07:03,7.53,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026505,Chirag Prasad Dalvi,UGF23AI236,B46,CSE-AIML-B,BIO0236,Right Index,98.96,Excellent,2024-11-12,08:20:57,16:04:32,7.73,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026506,Onkar Raj Pillai,UGF23AI237,C46,CSE-AIML-C,BIO0237,Right Thumb,90.33,Average,2024-11-12,08:45:11,16:05:48,7.34,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026507,Aditi Bala Bhange,UGF23AI238,A47,CSE-AIML-A,BIO0238,Right Ring,87.01,Poor,2024-11-12,08:55:25,16:44:09,7.81,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026508,Firoz Reddy,UGF23AI239,B47,CSE-AIML-B,BIO0239,Right Middle,84.42,Good,2024-11-12,08:01:51,16:28:24,8.44,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026509,Girish Prasad Deshpande,UGF23AI240,C47,CSE-AIML-C,BIO0240,Right Thumb,97.33,Good,2024-11-12,08:59:31,16:55:41,7.94,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026510,Anjali Das Mishra,UGF23AI241,A48,CSE-AIML-A,BIO0241,Right Index,88.97,Poor,2024-11-12,08:36:26,16:43:01,8.11,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026511,Ravi Das Tiwari,UGF23AI242,B48,CSE-AIML-B,BIO0242,Right Middle,93.22,Good,2024-11-12,08:24:02,16:29:38,8.09,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026512,Vidya Nair,UGF23AI243,C48,CSE-AIML-C,BIO0243,Right Thumb,93.96,Good,2024-11-12,08:39:11,16:11:10,7.53,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026513,Vidya Shankar Gite,UGF23AI244,A49,CSE-AIML-A,BIO0244,Right Thumb,81.62,Poor,2024-11-12,08:16:44,16:15:22,7.98,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026514,Hina Nath Tiwari,UGF23AI246,C49,CSE-AIML-C,BIO0246,Right Middle,85.05,Average,2024-11-12,08:48:26,16:01:20,7.21,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026515,Zara Prasad Chopra,UGF23AI247,A50,CSE-AIML-A,BIO0247,Right Index,84.33,Good,2024-11-12,08:50:13,16:30:59,7.68,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026516,Ritika Das Kale,UGF23AI248,B50,CSE-AIML-B,BIO0248,Right Thumb,79.68,Excellent,2024-11-12,08:55:58,16:12:53,7.28,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026517,Arjun Ingle,UGF23AI249,C50,CSE-AIML-C,BIO0249,Right Thumb,89.32,Excellent,2024-11-12,08:54:44,16:07:24,7.21,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026518,Kedar Chatterjee,UGF23AI250,A51,CSE-AIML-A,BIO0250,Right Index,98.03,Average,2024-11-12,08:56:46,16:31:02,7.57,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026519,Jayesh Pawar,UGF23AI251,B51,CSE-AIML-B,BIO0251,Right Little,93.86,Good,2024-11-12,08:01:39,16:27:34,8.43,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026520,Yamini Das Ahuja,UGF23AI252,C51,CSE-AIML-C,BIO0252,Right Thumb,77.73,Average,2024-11-12,08:40:31,16:42:44,8.04,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026521,Yamini Rao Pillai,UGF23AI253,A52,CSE-AIML-A,BIO0253,Right Middle,95.31,Average,2024-11-12,08:28:13,16:30:21,8.04,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026522,Priya Ram Ahuja,UGF23AI254,B52,CSE-AIML-B,BIO0254,Right Ring,80.49,Average,2024-11-12,08:58:35,16:00:53,7.04,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026523,Ravi Lal Verma,UGF23AI256,A53,CSE-AIML-A,BIO0256,Right Ring,90.32,Excellent,2024-11-12,08:10:43,16:23:49,8.22,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026524,Vidya Ram Reddy,UGF23AI257,B53,CSE-AIML-B,BIO0257,Right Ring,95.52,Good,2024-11-12,08:30:52,16:14:30,7.73,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026525,Deepika Kumar,UGF23AI258,C53,CSE-AIML-C,BIO0258,Right Thumb,92.09,Average,2024-11-12,08:38:17,16:30:55,7.88,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026526,Seema Sai Chopra,UGF23AI260,B54,CSE-AIML-B,BIO0260,Right Index,98.73,Good,2024-11-12,08:19:07,16:11:49,7.88,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026527,Girish Bhange,UGF23AI261,C54,CSE-AIML-C,BIO0261,Right Thumb,94.0,Good,2024-11-12,08:59:02,16:18:27,7.32,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026528,Gaurav Hivrale,UGF23AI262,A55,CSE-AIML-A,BIO0262,Right Thumb,84.35,Excellent,2024-11-12,08:07:50,16:27:41,8.33,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0026529,Vidya Chand Waghmare,UGF23AI263,B55,CSE-AIML-B,BIO0263,Right Middle,97.89,Good,2024-11-12,08:28:18,16:25:42,7.96,RDR-BIO-000,ZKTeco K40,Main Gate
