student_id,full_name,roll_number,class_section,biometric_id,subject_code,subject_name,total_classes,present,late,absent,failed_scans,attendance_pct,detention_status
UGF23AI397,Nandini Deshpande,A100,CSE-AIML-A,BIO0397,AIPC351T,Generative AI & Prompt Eng,44,27,4,13,2,70.45,DETAINED
UGF23AI398,Babita Fulzele,B100,CSE-AIML-B,BIO0398,AIPC351T,Generative AI & Prompt Eng,44,39,2,3,3,93.18,OK
UGF23AI399,Hitesh Sai Takle,C100,CSE-AIML-C,BIO0399,AIPC351T,Generative AI & Prompt Eng,44,31,3,10,3,77.27,OK
UGF23AI100,Namrata Prasad Patel,A01,CSE-AIML-A,BIO0100,AIPC352T,Computer Vision,44,28,1,15,0,65.91,DETAINED
UGF23AI101,Jatin Kumar Ambhore,B01,CSE-AIML-B,BIO0101,AIPC352T,Computer Vision,44,27,2,15,0,65.91,DETAINED
UGF23AI102,Mohit Shankar Gaikwad,C01,CSE-AIML-C,BIO0102,AIPC352T,Computer Vision,44,25,2,17,1,61.36,DETAINED
UGF23AI103,Suresh Londhe,A02,CSE-AIML-A,BIO0103,AIPC352T,Computer Vision,44,34,3,7,1,84.09,OK
UGF23AI104,Anjali Nath More,B02,CSE-AIML-B,BIO0104,AIPC352T,Computer Vision,44,26,2,16,2,63.64,DETAINED
UGF23AI105,Vikas Raj Mukherjee,C02,CSE-AIML-C,BIO0105,AIPC352T,Computer Vision,44,25,3,16,0,63.64,DETAINED
UGF23AI106,Manish Das Ambhore,A03,CSE-AIML-A,BIO0106,AIPC352T,Computer Vision,44,40,3,1,2,97.73,OK
UGF23AI107,Mohit Nath Gangurde,B03,CSE-AIML-B,BIO0107,AIPC352T,Computer Vision,44,35,6,3,2,93.18,OK
UGF23AI108,Kamla Ram Mehta,C03,CSE-AIML-C,BIO0108,AIPC352T,Computer Vision,44,30,2,12,4,72.73,DETAINED
UGF23AI109,Mohit Rao Agarwal,A04,CSE-AIML-A,BIO0109,AIPC352T,Computer Vision,44,25,2,17,1,61.36,DETAINED
UGF23AI110,Farhan Nair,B04,CSE-AIML-B,BIO0110,AIPC352T,Computer Vision,44,37,7,0,2,100.0,OK
UGF23AI111,Mithun Iyer,C04,CSE-AIML-C,BIO0111,AIPC352T,Computer Vision,44,23,5,16,2,63.64,DETAINED
UGF23AI112,Ravi Kumar Joshi,A05,CSE-AIML-A,BIO0112,AIPC352T,Computer Vision,44,35,4,5,2,88.64,OK
UGF23AI113,Farhan Dange,B05,CSE-AIML-B,BIO0113,AIPC352T,Computer Vision,44,40,0,4,3,90.91,OK
UGF23AI114,Onkar Prasad Mishra,C05,CSE-AIML-C,BIO0114,AIPC352T,Computer Vision,44,38,6,0,1,100.0,OK
UGF23AI115,Divya Zende,A06,CSE-AIML-A,BIO0115,AIPC352T,Computer Vision,44,37,3,4,1,90.91,OK
UGF23AI116,Nikhil Prakash Hatwar,B06,CSE-AIML-B,BIO0116,AIPC352T,Computer Vision,44,42,0,2,2,95.45,OK
UGF23AI117,Bhushan Raj Chatterjee,C06,CSE-AIML-C,BIO0117,AIPC352T,Computer Vision,44,36,3,5,3,88.64,OK
UGF23AI118,Gunjan Pandey,A07,CSE-AIML-A,BIO0118,AIPC352T,Computer Vision,44,26,2,16,0,63.64,DETAINED
UGF23AI119,Fatima Lal Ahuja,B07,CSE-AIML-B,BIO0119,AIPC352T,Computer Vision,44,35,5,4,3,90.91,OK
UGF23AI120,Farhan Devi Pandey,C07,CSE-AIML-C,BIO0120,AIPC352T,Computer Vision,44,39,2,3,3,93.18,OK
UGF23AI121,Manish Chand Mehta,A08,CSE-AIML-A,BIO0121,AIPC352T,Computer Vision,44,25,4,15,3,65.91,DETAINED
UGF23AI122,Iqbal Raj Pillai,B08,CSE-AIML-B,BIO0122,AIPC352T,Computer Vision,44,32,4,8,0,81.82,OK
UGF23AI123,Kavya Devi Yadav,C08,CSE-AIML-C,BIO0123,AIPC352T,Computer Vision,44,0,0,44,0,0.0,DETAINED
UGF23AI124,Priya Das Shah,A09,CSE-AIML-A,BIO0124,AIPC352T,Computer Vision,44,38,3,3,2,93.18,OK
UGF23AI125,Hina Das Thakur,B09,CSE-AIML-B,BIO0125,AIPC352T,Computer Vision,44,32,1,11,2,75.0,OK
UGF23AI126,Rajesh Shankar Chavan,C09,CSE-AIML-C,BIO0126,AIPC352T,Computer Vision,44,18,3,23,0,47.73,DETAINED
UGF23AI127,Indira Sai Hegde,A10,CSE-AIML-A,BIO0127,AIPC352T,Computer Vision,44,35,6,3,2,93.18,OK
UGF23AI128,Amrita Shankar Londhe,B10,CSE-AIML-B,BIO0128,AIPC352T,Computer Vision,44,32,5,7,3,84.09,OK
UGF23AI129,Chetna Lal Ghosh,C10,CSE-AIML-C,BIO0129,AIPC352T,Computer Vision,44,34,4,6,1,86.36,OK
UGF23AI130,Lalit Shankar Salve,A11,CSE-AIML-A,BIO0130,AIPC352T,Computer Vision,44,29,5,10,2,77.27,OK
UGF23AI131,Pooja Lal Patel,B11,CSE-AIML-B,BIO0131,AIPC352T,Computer Vision,44,27,5,12,3,72.73,DETAINED
UGF23AI132,Abhishek Kumar Shah,C11,CSE-AIML-C,BIO0132,AIPC352T,Computer Vision,44,37,6,1,3,97.73,OK
UGF23AI133,Indira Ram Ingole,A12,CSE-AIML-A,BIO0133,AIPC352T,Computer Vision,44,35,5,4,1,90.91,OK
UGF23AI134,Wasim Nambiar,B12,CSE-AIML-B,BIO0134,AIPC352T,Computer Vision,44,32,6,6,1,86.36,OK
UGF23AI135,Dev Sai Dalvi,C12,CSE-AIML-C,BIO0135,AIPC352T,Computer Vision,44,36,6,2,0,95.45,OK
UGF23AI136,Jagdish Naik,A13,CSE-AIML-A,BIO0136,AIPC352T,Computer Vision,44,31,4,9,1,79.55,OK
UGF23AI137,Sarita Prakash Bhatia,B13,CSE-AIML-B,BIO0137,AIPC352T,Computer Vision,44,27,4,13,1,70.45,DETAINED
UGF23AI138,Shruti Prakash Das,C13,CSE-AIML-C,BIO0138,AIPC352T,Computer Vision,44,24,2,18,0,59.09,DETAINED
UGF23AI139,Zara Das Rao,A14,CSE-AIML-A,BIO0139,AIPC352T,Computer Vision,44,32,4,8,1,81.82,OK
UGF23AI140,Sandeep Rao Bhatia,B14,CSE-AIML-B,BIO0140,AIPC352T,Computer Vision,44,27,4,13,4,70.45,DETAINED
UGF23AI141,Devika Shankar Joshi,C14,CSE-AIML-C,BIO0141,AIPC352T,Computer Vision,44,36,2,6,2,86.36,OK
UGF23AI142,Chetan Devi Raut,A15,CSE-AIML-A,BIO0142,AIPC352T,Computer Vision,44,40,3,1,0,97.73,OK
UGF23AI143,Siddharth Vaghmare,B15,CSE-AIML-B,BIO0143,AIPC352T,Computer Vision,44,26,3,15,0,65.91,DETAINED
UGF23AI144,Tejas Ram Deshpande,C15,CSE-AIML-C,BIO0144,AIPC352T,Computer Vision,44,32,1,11,3,75.0,OK
UGF23AI145,Hina Ambhore,A16,CSE-AIML-A,BIO0145,AIPC352T,Computer Vision,44,34,1,9,1,79.55,OK
UGF23AI146,Yogesh Rao Gangurde,B16,CSE-AIML-B,BIO0146,AIPC352T,Computer Vision,44,38,4,2,4,95.45,OK
UGF23AI147,Abhishek Nath Ghosh,C16,CSE-AIML-C,BIO0147,AIPC352T,Computer Vision,44,27,3,14,3,68.18,DETAINED
UGF23AI148,Chandra Kulkarni,A17,CSE-AIML-A,BIO0148,AIPC352T,Computer Vision,44,28,6,10,3,77.27,OK
UGF23AI149,Om Raj Reddy,B17,CSE-AIML-B,BIO0149,AIPC352T,Computer Vision,44,29,4,11,3,75.0,OK
UGF23AI150,Sakshi Prasad Ambhore,C17,CSE-AIML-C,BIO0150,AIPC352T,Computer Vision,44,35,3,6,2,86.36,OK
UGF23AI151,Gajanan Prasad Jain,A18,CSE-AIML-A,BIO0151,AIPC352T,Computer Vision,44,24,6,14,2,68.18,DETAINED
UGF23AI152,Ritika Bala Vaidya,B18,CSE-AIML-B,BIO0152,AIPC352T,Computer Vision,44,34,8,2,0,95.45,OK
UGF23AI153,Tariq Lal Joshi,C18,CSE-AIML-C,BIO0153,AIPC352T,Computer Vision,44,31,6,7,1,84.09,OK
UGF23AI154,Tejas Nair,A19,CSE-AIML-A,BIO0154,AIPC352T,Computer Vision,44,39,4,1,3,97.73,OK
UGF23AI155,Tushar Chand Dange,B19,CSE-AIML-B,BIO0155,AIPC352T,Computer Vision,44,41,3,0,1,100.0,OK
UGF23AI156,Pallavi Rao Dalvi,C19,CSE-AIML-C,BIO0156,AIPC352T,Computer Vision,44,19,2,23,0,47.73,DETAINED
UGF23AI157,Harsha Ram Reddy,A20,CSE-AIML-A,BIO0157,AIPC352T,Computer Vision,44,36,4,4,2,90.91,OK
UGF23AI158,Jagdish Raj Jain,B20,CSE-AIML-B,BIO0158,AIPC352T,Computer Vision,44,26,4,14,4,68.18,DETAINED
UGF23AI159,Ravi Prasad Lokhande,C20,CSE-AIML-C,BIO0159,AIPC352T,Computer Vision,44,24,2,18,3,59.09,DETAINED
UGF23AI160,Pankaj Salve,A21,CSE-AIML-A,BIO0160,AIPC352T,Computer Vision,44,36,5,3,2,93.18,OK
UGF23AI161,Madhuri Narwade,B21,CSE-AIML-B,BIO0161,AIPC352T,Computer Vision,44,21,3,20,1,54.55,DETAINED
UGF23AI162,Hemant Naik,C21,CSE-AIML-C,BIO0162,AIPC352T,Computer Vision,44,40,3,1,3,97.73,OK
UGF23AI163,Aditi Lal Dalvi,A22,CSE-AIML-A,BIO0163,AIPC352T,Computer Vision,44,29,3,12,1,72.73,DETAINED
UGF23AI164,Vanshika Waghmare,B22,CSE-AIML-B,BIO0164,AIPC352T,Computer Vision,44,28,5,11,1,75.0,OK
UGF23AI165,Abhishek Bala Patel,C22,CSE-AIML-C,BIO0165,AIPC352T,Computer Vision,44,28,5,11,0,75.0,OK
UGF23AI166,Gaurav Naik,A23,CSE-AIML-A,BIO0166,AIPC352T,Computer Vision,44,38,4,2,2,95.45,OK
UGF23AI167,Tushar Agarwal,B23,CSE-AIML-B,BIO0167,AIPC352T,Computer Vision,44,0,0,44,0,0.0,DETAINED
UGF23AI168,Dhruv Kadam,C23,CSE-AIML-C,BIO0168,AIPC352T,Computer Vision,44,39,3,2,1,95.45,OK
UGF23AI169,Ritika Kadam,A24,CSE-AIML-A,BIO0169,AIPC352T,Computer Vision,44,41,2,1,1,97.73,OK
UGF23AI170,Harsha Bala Das,B24,CSE-AIML-B,BIO0170,AIPC352T,Computer Vision,44,41,2,1,3,97.73,OK
UGF23AI171,Suresh Ram Mehta,C24,CSE-AIML-C,BIO0171,AIPC352T,Computer Vision,44,34,5,5,0,88.64,OK
UGF23AI172,Tushar Chand Gite,A25,CSE-AIML-A,BIO0172,AIPC352T,Computer Vision,44,37,4,3,1,93.18,OK
UGF23AI173,Tanvi Sai Mehta,B25,CSE-AIML-B,BIO0173,AIPC352T,Computer Vision,44,28,1,15,0,65.91,DETAINED
UGF23AI174,Hemant Lal Fulzele,C25,CSE-AIML-C,BIO0174,AIPC352T,Computer Vision,44,24,3,17,2,61.36,DETAINED
UGF23AI175,Vidya Rao Waghmare,A26,CSE-AIML-A,BIO0175,AIPC352T,Computer Vision,44,20,6,18,1,59.09,DETAINED
UGF23AI176,Vishal Das Kulkarni,B26,CSE-AIML-B,BIO0176,AIPC352T,Computer Vision,44,29,3,12,1,72.73,DETAINED
UGF23AI177,Meera Lal Waghmare,C26,CSE-AIML-C,BIO0177,AIPC352T,Computer Vision,44,23,3,18,2,59.09,DETAINED
UGF23AI178,Isha Mehta,A27,CSE-AIML-A,BIO0178,AIPC352T,Computer Vision,44,22,3,19,1,56.82,DETAINED
UGF23AI179,Onkar Kumar Mishra,B27,CSE-AIML-B,BIO0179,AIPC352T,Computer Vision,44,21,4,19,1,56.82,DETAINED
UGF23AI180,Lalita Zende,C27,CSE-AIML-C,BIO0180,AIPC352T,Computer Vision,44,33,6,5,2,88.64,OK
UGF23AI181,Rahul Sai Jadhav,A28,CSE-AIML-A,BIO0181,AIPC352T,Computer Vision,44,34,3,7,3,84.09,OK
UGF23AI182,Pallavi Devi Pillai,B28,CSE-AIML-B,BIO0182,AIPC352T,Computer Vision,44,41,3,0,1,100.0,OK
UGF23AI183,Ekta Raj Vaidya,C28,CSE-AIML-C,BIO0183,AIPC352T,Computer Vision,44,25,4,15,2,65.91,DETAINED
UGF23AI184,Sneha Lal,A29,CSE-AIML-A,BIO0184,AIPC352T,Computer Vision,44,37,7,0,1,100.0,OK
UGF23AI185,Zara Kumar Deshpande,B29,CSE-AIML-B,BIO0185,AIPC352T,Computer Vision,44,34,4,6,1,86.36,OK
UGF23AI186,Neha Rao Banerjee,C29,CSE-AIML-C,BIO0186,AIPC352T,Computer Vision,44,32,4,8,1,81.82,OK
UGF23AI187,Jayesh Junghare,A30,CSE-AIML-A,BIO0187,AIPC352T,Computer Vision,44,33,5,6,1,86.36,OK
UGF23AI188,Bhavna Das Bhosale,B30,CSE-AIML-B,BIO0188,AIPC352T,Computer Vision,44,22,7,15,2,65.91,DETAINED
UGF23AI189,Dhruv Mukherjee,C30,CSE-AIML-C,BIO0189,AIPC352T,Computer Vision,44,32,3,9,2,79.55,OK
UGF23AI190,Chandra Sai Wagh,A31,CSE-AIML-A,BIO0190,AIPC352T,Computer Vision,44,30,8,6,0,86.36,OK
UGF23AI191,Yogesh Devi Bhosale,B31,CSE-AIML-B,BIO0191,AIPC352T,Computer Vision,44,27,6,11,2,75.0,OK
UGF23AI192,Seema Lal Nambiar,C31,CSE-AIML-C,BIO0192,AIPC352T,Computer Vision,44,34,6,4,2,90.91,OK
UGF23AI193,Farhan Das,A32,CSE-AIML-A,BIO0193,AIPC352T,Computer Vision,44,23,3,18,1,59.09,DETAINED
UGF23AI194,Omkar Kumar,B32,CSE-AIML-B,BIO0194,AIPC352T,Computer Vision,44,33,2,9,3,79.55,OK
UGF23AI195,Ramesh Ghosh,C32,CSE-AIML-C,BIO0195,AIPC352T,Computer Vision,44,28,0,16,2,63.64,DETAINED
UGF23AI196,Lalit Unde,A33,CSE-AIML-A,BIO0196,AIPC352T,Computer Vision,44,20,4,20,1,54.55,DETAINED
UGF23AI197,Ishaan Apte,B33,CSE-AIML-B,BIO0197,AIPC352T,Computer Vision,44,0,0,44,0,0.0,DETAINED
UGF23AI198,Chandra Devi Banerjee,C33,CSE-AIML-C,BIO0198,AIPC352T,Computer Vision,44,38,4,2,3,95.45,OK
UGF23AI199,Yash Ghosh,A34,CSE-AIML-A,BIO0199,AIPC352T,Computer Vision,44,29,3,12,2,72.73,DETAINED
UGF23AI200,Om Bhatia,B34,CSE-AIML-B,BIO0200,AIPC352T,Computer Vision,44,30,3,11,0,75.0,OK
UGF23AI201,Chetan Ingole,C34,CSE-AIML-C,BIO0201,AIPC352T,Computer Vision,44,34,3,7,1,84.09,OK
UGF23AI202,Dayanand Rao Zende,A35,CSE-AIML-A,BIO0202,AIPC352T,Computer Vision,44,35,6,3,3,93.18,OK
UGF23AI203,Ravi Hegde,B35,CSE-AIML-B,BIO0203,AIPC352T,Computer Vision,44,38,5,1,4,97.73,OK
UGF23AI204,Priti Ram Dubey,C35,CSE-AIML-C,BIO0204,AIPC352T,Computer Vision,44,31,0,13,2,70.45,DETAINED
UGF23AI205,Firoz Unde,A36,CSE-AIML-A,BIO0205,AIPC352T,Computer Vision,44,23,1,20,3,54.55,DETAINED
UGF23AI206,Iqbal Ingle,B36,CSE-AIML-B,BIO0206,AIPC352T,Computer Vision,44,28,7,9,1,79.55,OK
UGF23AI207,Sarita Devi Unde,C36,CSE-AIML-C,BIO0207,AIPC352T,Computer Vision,44,27,4,13,1,70.45,DETAINED
UGF23AI208,Akash Rao Rao,A37,CSE-AIML-A,BIO0208,AIPC352T,Computer Vision,44,38,5,1,3,97.73,OK
UGF23AI209,Rekha Nath Tiwari,B37,CSE-AIML-B,BIO0209,AIPC352T,Computer Vision,44,31,3,10,1,77.27,OK
UGF23AI210,Seema Mane,C37,CSE-AIML-C,BIO0210,AIPC352T,Computer Vision,44,32,5,7,1,84.09,OK
UGF23AI211,Hitesh Prakash Gaikwad,A38,CSE-AIML-A,BIO0211,AIPC352T,Computer Vision,44,0,0,44,0,0.0,DETAINED
UGF23AI212,Vikas Prasad Nair,B38,CSE-AIML-B,BIO0212,AIPC352T,Computer Vision,44,33,3,8,2,81.82,OK
UGF23AI213,Kiran Chand Mishra,C38,CSE-AIML-C,BIO0213,AIPC352T,Computer Vision,44,27,1,16,0,63.64,DETAINED
UGF23AI214,Dev Das Londhe,A39,CSE-AIML-A,BIO0214,AIPC352T,Computer Vision,44,24,5,15,0,65.91,DETAINED
UGF23AI215,Fatima Ram Upadhyay,B39,CSE-AIML-B,BIO0215,AIPC352T,Computer Vision,44,40,3,1,2,97.73,OK
UGF23AI216,Soham Iyer,C39,CSE-AIML-C,BIO0216,AIPC352T,Computer Vision,44,29,5,10,2,77.27,OK
UGF23AI217,Tanvi Nath Chopra,A40,CSE-AIML-A,BIO0217,AIPC352T,Computer Vision,44,18,4,22,1,50.0,DETAINED
UGF23AI218,Gunjan Devi Rao,B40,CSE-AIML-B,BIO0218,AIPC352T,Computer Vision,44,37,2,5,2,88.64,OK
UGF23AI219,Zara Lal Zende,C40,CSE-AIML-C,BIO0219,AIPC352T,Computer Vision,44,26,4,14,0,68.18,DETAINED
UGF23AI220,Wasim Bala Nair,A41,CSE-AIML-A,BIO0220,AIPC352T,Computer Vision,44,22,3,19,1,56.82,DETAINED
UGF23AI221,Lalita Gaikwad,B41,CSE-AIML-B,BIO0221,AIPC352T,Computer Vision,44,25,7,12,2,72.73,DETAINED
UGF23AI222,Mahesh Wagh,C41,CSE-AIML-C,BIO0222,AIPC352T,Computer Vision,44,28,3,13,0,70.45,DETAINED
UGF23AI223,Meera Ram Chatterjee,A42,CSE-AIML-A,BIO0223,AIPC352T,Computer Vision,44,29,0,15,1,65.91,DETAINED
UGF23AI224,Ishaan Raj Wagh,B42,CSE-AIML-B,BIO0224,AIPC352T,Computer Vision,44,34,0,10,0,77.27,OK
UGF23AI225,Farhan Bala Pawar,C42,CSE-AIML-C,BIO0225,AIPC352T,Computer Vision,44,31,4,9,1,79.55,OK
UGF23AI226,Aditi Prasad Hivrale,A43,CSE-AIML-A,BIO0226,AIPC352T,Computer Vision,44,19,3,22,1,50.0,DETAINED
UGF23AI227,Urmila Zende,B43,CSE-AIML-B,BIO0227,AIPC352T,Computer Vision,44,25,2,17,2,61.36,DETAINED
UGF23AI228,Varun Prakash Raut,C43,CSE-AIML-C,BIO0228,AIPC352T,Computer Vision,44,21,6,17,0,61.36,DETAINED
UGF23AI229,Kalpesh Bala Hande,A44,CSE-AIML-A,BIO0229,AIPC352T,Computer Vision,44,31,5,8,1,81.82,OK
UGF23AI230,Nandini Kumar Ingle,B44,CSE-AIML-B,BIO0230,AIPC352T,Computer Vision,44,25,6,13,1,70.45,DETAINED
UGF23AI231,Vidya Das Kumar,C44,CSE-AIML-C,BIO0231,AIPC352T,Computer Vision,44,39,4,1,3,97.73,OK
UGF23AI232,Gajanan Raj Tiwari,A45,CSE-AIML-A,BIO0232,AIPC352T,Computer Vision,44,32,9,3,2,93.18,OK
UGF23AI233,Pankaj Das Upadhyay,B45,CSE-AIML-B,BIO0233,AIPC352T,Computer Vision,44,31,4,9,2,79.55,OK
UGF23AI234,Faisal Naik,C45,CSE-AIML-C,BIO0234,AIPC352T,Computer Vision,44,25,3,16,2,63.64,DETAINED
UGF23AI235,Tariq Thakur,A46,CSE-AIML-A,BIO0235,AIPC352T,Computer Vision,44,32,3,9,3,79.55,OK
UGF23AI236,Chirag Prasad Dalvi,B46,CSE-AIML-B,BIO0236,AIPC352T,Computer Vision,44,32,2,10,4,77.27,OK
UGF23AI237,Onkar Raj Pillai,C46,CSE-AIML-C,BIO0237,AIPC352T,Computer Vision,44,37,3,4,1,90.91,OK
UGF23AI238,Aditi Bala Bhange,A47,CSE-AIML-A,BIO0238,AIPC352T,Computer Vision,44,26,5,13,0,70.45,DETAINED
UGF23AI239,Firoz Reddy,B47,CSE-AIML-B,BIO0239,AIPC352T,Computer Vision,44,26,6,12,1,72.73,DETAINED
UGF23AI240,Girish Prasad Deshpande,C47,CSE-AIML-C,BIO0240,AIPC352T,Computer Vision,44,27,2,15,0,65.91,DETAINED
UGF23AI241,Anjali Das Mishra,A48,CSE-AIML-A,BIO0241,AIPC352T,Computer Vision,44,29,5,10,2,77.27,OK
UGF23AI242,Ravi Das Tiwari,B48,CSE-AIML-B,BIO0242,AIPC352T,Computer Vision,44,36,5,3,2,93.18,OK
UGF23AI243,Vidya Nair,C48,CSE-AIML-C,BIO0243,AIPC352T,Computer Vision,44,26,4,14,0,68.18,DETAINED
UGF23AI244,Vidya Shankar Gite,A49,CSE-AIML-A,BIO0244,AIPC352T,Computer Vision,44,32,7,5,4,88.64,OK
UGF23AI245,Fatima Chand Hatwar,B49,CSE-AIML-B,BIO0245,AIPC352T,Computer Vision,44,0,0,44,0,0.0,DETAINED
UGF23AI246,Hina Nath Tiwari,C49,CSE-AIML-C,BIO0246,AIPC352T,Computer Vision,44,34,4,6,2,86.36,OK
UGF23AI247,Zara Prasad Chopra,A50,CSE-AIML-A,BIO0247,AIPC352T,Computer Vision,44,25,4,15,0,65.91,DETAINED
UGF23AI248,Ritika Das Kale,B50,CSE-AIML-B,BIO0248,AIPC352T,Computer Vision,44,28,2,14,0,68.18,DETAINED
UGF23AI249,Arjun Ingle,C50,CSE-AIML-C,BIO0249,AIPC352T,Computer Vision,44,28,2,14,3,68.18,DETAINED
UGF23AI250,Kedar Chatterjee,A51,CSE-AIML-A,BIO0250,AIPC352T,Computer Vision,44,30,5,9,3,79.55,OK
UGF23AI251,Jayesh Pawar,B51,CSE-AIML-B,BIO0251,AIPC352T,Computer Vision,44,32,3,9,1,79.55,OK
UGF23AI252,Yamini Das Ahuja,C51,CSE-AIML-C,BIO0252,AIPC352T,Computer Vision,44,38,5,1,1,97.73,OK
UGF23AI253,Yamini Rao Pillai,A52,CSE-AIML-A,BIO0253,AIPC352T,Computer Vision,44,27,5,12,1,72.73,DETAINED
UGF23AI254,Priya Ram Ahuja,B52,CSE-AIML-B,BIO0254,AIPC352T,Computer Vision,44,32,4,8,3,81.82,OK
UGF23AI255,Amrita Rao Banerjee,C52,CSE-AIML-C,BIO0255,AIPC352T,Computer Vision,44,30,7,7,3,84.09,OK
UGF23AI256,Ravi Lal Verma,A53,CSE-AIML-A,BIO0256,AIPC352T,Computer Vision,44,25,11,8,4,81.82,OK
UGF23AI257,Vidya Ram Reddy,B53,CSE-AIML-B,BIO0257,AIPC352T,Computer Vision,44,37,7,0,1,100.0,OK
UGF23AI258,Deepika Kumar,C53,CSE-AIML-C,BIO0258,AIPC352T,Computer Vision,44,26,8,10,1,77.27,OK
UGF23AI259,Deepika Kharat,A54,CSE-AIML-A,BIO0259,AIPC352T,Computer Vision,44,23,1,20,2,54.55,DETAINED
UGF23AI260,Seema Sai Chopra,B54,CSE-AIML-B,BIO0260,AIPC352T,Computer Vision,44,29,5,10,1,77.27,OK
UGF23AI261,Girish Bhange,C54,CSE-AIML-C,BIO0261,AIPC352T,Computer Vision,44,31,6,7,1,84.09,OK
UGF23AI262,Gaurav Hivrale,A55,CSE-AIML-A,BIO0262,AIPC352T,Computer Vision,44,36,6,2,1,95.45,OK
UGF23AI263,Vidya Chand Waghmare,B55,CSE-AIML-B,BIO0263,AIPC352T,Computer Vision,44,32,2,10,2,77.27,OK
UGF23AI264,Esha Das Bhange,C55,CSE-AIML-C,BIO0264,AIPC352T,Computer Vision,44,33,2,9,2,79.55,OK
UGF23AI265,Divya Ram Junghare,A56,CSE-AIML-A,BIO0265,AIPC352T,Computer Vision,44,31,4,9,3,79.55,OK
UGF23AI266,Geeta Prakash Nair,B56,CSE-AIML-B,BIO0266,AIPC352T,Computer Vision,44,35,0,9,3,79.55,OK
UGF23AI267,Jiya Devi Hatwar,C56,CSE-AIML-C,BIO0267,AIPC352T,Computer Vision,44,25,2,17,1,61.36,DETAINED
UGF23AI268,Aditya Pillai,A57,CSE-AIML-A,BIO0268,AIPC352T,Computer Vision,44,33,6,5,4,88.64,OK
UGF23AI269,Nikhil Prakash Bhatia,B57,CSE-AIML-B,BIO0269,AIPC352T,Computer Vision,44,26,3,15,0,65.91,DETAINED
UGF23AI270,Sakshi Ingle,C57,CSE-AIML-C,BIO0270,AIPC352T,Computer Vision,44,35,1,8,2,81.82,OK
UGF23AI271,Kiran Tiwari,A58,CSE-AIML-A,BIO0271,AIPC352T,Computer Vision,44,34,4,6,1,86.36,OK
UGF23AI272,Sneha Prakash Londhe,B58,CSE-AIML-B,BIO0272,AIPC352T,Computer Vision,44,37,5,2,1,95.45,OK
UGF23AI273,Dev Sai Pawar,C58,CSE-AIML-C,BIO0273,AIPC352T,Computer Vision,44,31,4,9,1,79.55,OK
UGF23AI274,Mithun Sai Waghmare,A59,CSE-AIML-A,BIO0274,AIPC352T,Computer Vision,44,36,6,2,2,95.45,OK
UGF23AI275,Vishal Sai Shah,B59,CSE-AIML-B,BIO0275,AIPC352T,Computer Vision,44,29,1,14,1,68.18,DETAINED
UGF23AI276,Anika Shah,C59,CSE-AIML-C,BIO0276,AIPC352T,Computer Vision,44,25,5,14,2,68.18,DETAINED
UGF23AI277,Ekta Chatterjee,A60,CSE-AIML-A,BIO0277,AIPC352T,Computer Vision,44,29,2,13,1,70.45,DETAINED
UGF23AI278,Disha Sai Lokhande,B60,CSE-AIML-B,BIO0278,AIPC352T,Computer Vision,44,25,5,14,0,68.18,DETAINED
UGF23AI279,Ila Devi Dange,C60,CSE-AIML-C,BIO0279,AIPC352T,Computer Vision,44,24,7,13,3,70.45,DETAINED
UGF23AI280,Kalpesh Prakash Hande,A61,CSE-AIML-A,BIO0280,AIPC352T,Computer Vision,44,25,1,18,0,59.09,DETAINED
UGF23AI281,Rohit Bala Mehta,B61,CSE-AIML-B,BIO0281,AIPC352T,Computer Vision,44,35,3,6,1,86.36,OK
UGF23AI282,Onkar Nath Ambhore,C61,CSE-AIML-C,BIO0282,AIPC352T,Computer Vision,44,33,5,6,1,86.36,OK
UGF23AI283,Disha Pawar,A62,CSE-AIML-A,BIO0283,AIPC352T,Computer Vision,44,24,2,18,2,59.09,DETAINED
UGF23AI284,Soham Nath Kale,B62,CSE-AIML-B,BIO0284,AIPC352T,Computer Vision,44,30,3,11,0,75.0,OK
UGF23AI285,Ila Raj Ingole,C62,CSE-AIML-C,BIO0285,AIPC352T,Computer Vision,44,37,5,2,2,95.45,OK
UGF23AI286,Rohit Shankar Hande,A63,CSE-AIML-A,BIO0286,AIPC352T,Computer Vision,44,29,3,12,2,72.73,DETAINED
UGF23AI287,Indira Bhatia,B63,CSE-AIML-B,BIO0287,AIPC352T,Computer Vision,44,35,8,1,0,97.73,OK
UGF23AI288,Babita Lal Kulkarni,C63,CSE-AIML-C,BIO0288,AIPC352T,Computer Vision,44,30,8,6,2,86.36,OK
UGF23AI289,Hemant Chand More,A64,CSE-AIML-A,BIO0289,AIPC352T,Computer Vision,44,36,6,2,3,95.45,OK
UGF23AI290,Tariq Shankar Pawar,B64,CSE-AIML-B,BIO0290,AIPC352T,Computer Vision,44,28,2,14,3,68.18,DETAINED
UGF23AI291,Mukesh Verma,C64,CSE-AIML-C,BIO0291,AIPC352T,Computer Vision,44,31,3,10,1,77.27,OK
UGF23AI292,Anjali Chand Nair,A65,CSE-AIML-A,BIO0292,AIPC352T,Computer Vision,44,27,3,14,1,68.18,DETAINED
UGF23AI293,Divya Lal Hande,B65,CSE-AIML-B,BIO0293,AIPC352T,Computer Vision,44,31,2,11,2,75.0,OK
