log_id,full_name,student_id,roll_number,class_section,biometric_id,date,time_in,time_out,attendance_status,fingerprint_template,finger_used,match_score,scan_quality,scan_attempts,scan_result,device_id,device_name,subject_code,subject_name,day,reader_location,biometric_status
BIO00036108,Sarita Devi Unde,UGF23AI207,C36,CSE-AIML-C,BIO0207,2024-11-18,09:02:00,09:59:00,Present,FP-UGF23AI207-F04,Right Little,88.44,Excellent,3,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036109,Akash Rao Rao,UGF23AI208,A37,CSE-AIML-A,BIO0208,2024-11-18,09:01:00,09:56:00,Present,FP-UGF23AI208-F04,Right Little,87.81,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036110,Rekha Nath Tiwari,UGF23AI209,B37,CSE-AIML-B,BIO0209,2024-11-18,,,Absent,FP-UGF23AI209-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036111,Seema Mane,UGF23AI210,C37,CSE-AIML-C,BIO0210,2024-11-18,09:02:00,09:57:00,Present,FP-UGF23AI210-F02,Right Middle,83.0,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036112,Hitesh Prakash Gaikwad,UGF23AI211,A38,CSE-AIML-A,BIO0211,2024-11-18,,,Absent,FP-UGF23AI211-F02,Right Middle,0.0,,0,Device Inactive,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Inactive
BIO00036113,Vikas Prasad Nair,UGF23AI212,B38,CSE-AIML-B,BIO0212,2024-11-18,09:01:00,09:55:00,Present,FP-UGF23AI212-F03,Right Ring,94.54,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036114,Kiran Chand Mishra,UGF23AI213,C38,CSE-AIML-C,BIO0213,2024-11-18,,,Absent,FP-UGF23AI213-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036115,Dev Das Londhe,UGF23AI214,A39,CSE-AIML-A,BIO0214,2024-11-18,09:01:00,10:01:00,Present,FP-UGF23AI214-F04,Right Little,80.45,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036116,Fatima Ram Upadhyay,UGF23AI215,B39,CSE-AIML-B,BIO0215,2024-11-18,09:00:00,09:54:00,Present,FP-UGF23AI215-F03,Right Ring,83.19,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036117,Soham Iyer,UGF23AI216,C39,CSE-AIML-C,BIO0216,2024-11-18,09:03:00,10:02:00,Present,FP-UGF23AI216-F01,Right Index,95.15,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036118,Tanvi Nath Chopra,UGF23AI217,A40,CSE-AIML-A,BIO0217,2024-11-18,09:02:00,09:49:00,Present,FP-UGF23AI217-F01,Right Index,80.81,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036119,Gunjan Devi Rao,UGF23AI218,B40,CSE-AIML-B,BIO0218,2024-11-18,09:00:00,09:45:00,Present,FP-UGF23AI218-F04,Right Little,80.53,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036120,Zara Lal Zende,UGF23AI219,C40,CSE-AIML-C,BIO0219,2024-11-18,09:00:00,10:03:00,Present,FP-UGF23AI219-F03,Right Ring,96.64,Poor,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036121,Wasim Bala Nair,UGF23AI220,A41,CSE-AIML-A,BIO0220,2024-11-18,,,Absent,FP-UGF23AI220-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036122,Lalita Gaikwad,UGF23AI221,B41,CSE-AIML-B,BIO0221,2024-11-18,09:00:00,09:49:00,Present,FP-UGF23AI221-F00,Right Thumb,80.05,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036123,Mahesh Wagh,UGF23AI222,C41,CSE-AIML-C,BIO0222,2024-11-18,09:10:00,10:09:00,Late,FP-UGF23AI222-F03,Right Ring,77.05,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036124,Meera Ram Chatterjee,UGF23AI223,A42,CSE-AIML-A,BIO0223,2024-11-18,09:00:00,10:04:00,Present,FP-UGF23AI223-F01,Right Index,90.73,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036125,Ishaan Raj Wagh,UGF23AI224,B42,CSE-AIML-B,BIO0224,2024-11-18,09:03:00,10:04:00,Present,FP-UGF23AI224-F01,Right Index,91.82,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036126,Farhan Bala Pawar,UGF23AI225,C42,CSE-AIML-C,BIO0225,2024-11-18,09:21:00,10:07:00,Late,FP-UGF23AI225-F03,Right Ring,92.2,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036127,Aditi Prasad Hivrale,UGF23AI226,A43,CSE-AIML-A,BIO0226,2024-11-18,09:00:00,09:57:00,Present,FP-UGF23AI226-F03,Right Ring,95.76,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036128,Urmila Zende,UGF23AI227,B43,CSE-AIML-B,BIO0227,2024-11-18,09:02:00,09:56:00,Present,FP-UGF23AI227-F00,Right Thumb,80.86,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036129,Varun Prakash Raut,UGF23AI228,C43,CSE-AIML-C,BIO0228,2024-11-18,09:25:00,10:19:00,Late,FP-UGF23AI228-F02,Right Middle,78.84,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036130,Kalpesh Bala Hande,UGF23AI229,A44,CSE-AIML-A,BIO0229,2024-11-18,,,Absent,FP-UGF23AI229-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036131,Nandini Kumar Ingle,UGF23AI230,B44,CSE-AIML-B,BIO0230,2024-11-18,09:00:00,09:59:00,Present,FP-UGF23AI230-F04,Right Little,86.93,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036132,Vidya Das Kumar,UGF23AI231,C44,CSE-AIML-C,BIO0231,2024-11-18,09:02:00,09:47:00,Present,FP-UGF23AI231-F00,Right Thumb,98.34,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036133,Gajanan Raj Tiwari,UGF23AI232,A45,CSE-AIML-A,BIO0232,2024-11-18,09:02:00,09:50:00,Present,FP-UGF23AI232-F03,Right Ring,93.64,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036134,Pankaj Das Upadhyay,UGF23AI233,B45,CSE-AIML-B,BIO0233,2024-11-18,,,Absent,FP-UGF23AI233-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036135,Faisal Naik,UGF23AI234,C45,CSE-AIML-C,BIO0234,2024-11-18,,,Absent,FP-UGF23AI234-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036136,Tariq Thakur,UGF23AI235,A46,CSE-AIML-A,BIO0235,2024-11-18,,,Absent,FP-UGF23AI235-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036137,Chirag Prasad Dalvi,UGF23AI236,B46,CSE-AIML-B,BIO0236,2024-11-18,09:02:00,09:59:00,Present,FP-UGF23AI236-F01,Right Index,99.62,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036138,Onkar Raj Pillai,UGF23AI237,C46,CSE-AIML-C,BIO0237,2024-11-18,09:01:00,09:47:00,Present,FP-UGF23AI237-F00,Right Thumb,78.14,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036139,Aditi Bala Bhange,UGF23AI238,A47,CSE-AIML-A,BIO0238,2024-11-18,09:01:00,10:05:00,Present,FP-UGF23AI238-F03,Right Ring,96.96,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036140,Firoz Reddy,UGF23AI239,B47,CSE-AIML-B,BIO0239,2024-11-18,,,Absent,FP-UGF23AI239-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036141,Girish Prasad Deshpande,UGF23AI240,C47,CSE-AIML-C,BIO0240,2024-11-18,09:00:00,10:00:00,Present,FP-UGF23AI240-F00,Right Thumb,97.43,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036142,Anjali Das Mishra,UGF23AI241,A48,CSE-AIML-A,BIO0241,2024-11-18,,,Absent,FP-UGF23AI241-F01,Right Index,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036143,Ravi Das Tiwari,UGF23AI242,B48,CSE-AIML-B,BIO0242,2024-11-18,09:02:00,09:49:00,Present,FP-UGF23AI242-F02,Right Middle,94.63,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036144,Vidya Nair,UGF23AI243,C48,CSE-AIML-C,BIO0243,2024-11-18,,,Absent,FP-UGF23AI243-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036145,Vidya Shankar Gite,UGF23AI244,A49,CSE-AIML-A,BIO0244,2024-11-18,09:02:00,10:06:00,Present,FP-UGF23AI244-F00,Right Thumb,98.72,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036146,Fatima Chand Hatwar,UGF23AI245,B49,CSE-AIML-B,BIO0245,2024-11-18,,,Absent,FP-UGF23AI245-F00,Right Thumb,0.0,,0,Device Inactive,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Inactive
BIO00036147,Hina Nath Tiwari,UGF23AI246,C49,CSE-AIML-C,BIO0246,2024-11-18,09:03:00,09:53:00,Present,FP-UGF23AI246-F02,Right Middle,97.06,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036148,Zara Prasad Chopra,UGF23AI247,A50,CSE-AIML-A,BIO0247,2024-11-18,,,Absent,FP-UGF23AI247-F01,Right Index,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036149,Ritika Das Kale,UGF23AI248,B50,CSE-AIML-B,BIO0248,2024-11-18,09:03:00,10:03:00,Present,FP-UGF23AI248-F00,Right Thumb,90.24,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036150,Arjun Ingle,UGF23AI249,C50,CSE-AIML-C,BIO0249,2024-11-18,,,Absent,FP-UGF23AI249-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036151,Kedar Chatterjee,UGF23AI250,A51,CSE-AIML-A,BIO0250,2024-11-18,09:02:00,09:47:00,Present,FP-UGF23AI250-F01,Right Index,98.1,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036152,Jayesh Pawar,UGF23AI251,B51,CSE-AIML-B,BIO0251,2024-11-18,09:00:00,10:03:00,Present,FP-UGF23AI251-F04,Right Little,95.88,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036153,Yamini Das Ahuja,UGF23AI252,C51,CSE-AIML-C,BIO0252,2024-11-18,09:15:00,10:00:00,Late,FP-UGF23AI252-F00,Right Thumb,85.87,Poor,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036154,Yamini Rao Pillai,UGF23AI253,A52,CSE-AIML-A,BIO0253,2024-11-18,09:25:00,10:21:00,Late,FP-UGF23AI253-F02,Right Middle,98.16,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036155,Priya Ram Ahuja,UGF23AI254,B52,CSE-AIML-B,BIO0254,2024-11-18,09:01:00,10:04:00,Present,FP-UGF23AI254-F03,Right Ring,82.53,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036156,Amrita Rao Banerjee,UGF23AI255,C52,CSE-AIML-C,BIO0255,2024-11-18,09:03:00,09:51:00,Present,FP-UGF23AI255-F03,Right Ring,97.17,Good,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036157,Ravi Lal Verma,UGF23AI256,A53,CSE-AIML-A,BIO0256,2024-11-18,09:03:00,10:08:00,Present,FP-UGF23AI256-F03,Right Ring,93.2,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036158,Vidya Ram Reddy,UGF23AI257,B53,CSE-AIML-B,BIO0257,2024-11-18,09:02:00,10:01:00,Present,FP-UGF23AI257-F03,Right Ring,95.56,Poor,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036159,Deepika Kumar,UGF23AI258,C53,CSE-AIML-C,BIO0258,2024-11-18,,,Absent,FP-UGF23AI258-F00,Right Thumb,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036160,Deepika Kharat,UGF23AI259,A54,CSE-AIML-A,BIO0259,2024-11-18,09:00:00,09:48:00,Present,FP-UGF23AI259-F00,Right Thumb,79.06,Excellent,3,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036161,Seema Sai Chopra,UGF23AI260,B54,CSE-AIML-B,BIO0260,2024-11-18,09:00:00,09:59:00,Present,FP-UGF23AI260-F01,Right Index,91.63,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036162,Girish Bhange,UGF23AI261,C54,CSE-AIML-C,BIO0261,2024-11-18,09:01:00,10:05:00,Present,FP-UGF23AI261-F00,Right Thumb,80.35,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036163,Gaurav Hivrale,UGF23AI262,A55,CSE-AIML-A,BIO0262,2024-11-18,09:03:00,10:02:00,Present,FP-UGF23AI262-F00,Right Thumb,75.7,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036164,Vidya Chand Waghmare,UGF23AI263,B55,CSE-AIML-B,BIO0263,2024-11-18,09:00:00,10:03:00,Present,FP-UGF23AI263-F02,Right Middle,80.82,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036165,Esha Das Bhange,UGF23AI264,C55,CSE-AIML-C,BIO0264,2024-11-18,,,Absent,FP-UGF23AI264-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036166,Divya Ram Junghare,UGF23AI265,A56,CSE-AIML-A,BIO0265,2024-11-18,09:02:00,10:06:00,Present,FP-UGF23AI265-F00,Right Thumb,89.74,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036167,Geeta Prakash Nair,UGF23AI266,B56,CSE-AIML-B,BIO0266,2024-11-18,09:02:00,10:01:00,Present,FP-UGF23AI266-F00,Right Thumb,92.54,Excellent,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036168,Jiya Devi Hatwar,UGF23AI267,C56,CSE-AIML-C,BIO0267,2024-11-18,09:03:00,09:54:00,Present,FP-UGF23AI267-F00,Right Thumb,88.69,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036169,Aditya Pillai,UGF23AI268,A57,CSE-AIML-A,BIO0268,2024-11-18,09:02:00,10:07:00,Present,FP-UGF23AI268-F03,Right Ring,94.27,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036170,Nikhil Prakash Bhatia,UGF23AI269,B57,CSE-AIML-B,BIO0269,2024-11-18,09:06:00,09:53:00,Late,FP-UGF23AI269-F03,Right Ring,99.67,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036171,Sakshi Ingle,UGF23AI270,C57,CSE-AIML-C,BIO0270,2024-11-18,09:00:00,09:50:00,Present,FP-UGF23AI270-F01,Right Index,97.03,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036172,Kiran Tiwari,UGF23AI271,A58,CSE-AIML-A,BIO0271,2024-11-18,09:02:00,10:05:00,Present,FP-UGF23AI271-F03,Right Ring,79.24,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036173,Sneha Prakash Londhe,UGF23AI272,B58,CSE-AIML-B,BIO0272,2024-11-18,,,Absent,FP-UGF23AI272-F04,Right Little,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036174,Dev Sai Pawar,UGF23AI273,C58,CSE-AIML-C,BIO0273,2024-11-18,09:01:00,09:49:00,Present,FP-UGF23AI273-F02,Right Middle,79.96,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036175,Mithun Sai Waghmare,UGF23AI274,A59,CSE-AIML-A,BIO0274,2024-11-18,09:03:00,10:05:00,Present,FP-UGF23AI274-F04,Right Little,75.58,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036176,Vishal Sai Shah,UGF23AI275,B59,CSE-AIML-B,BIO0275,2024-11-18,09:03:00,09:53:00,Present,FP-UGF23AI275-F04,Right Little,84.2,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036177,Anika Shah,UGF23AI276,C59,CSE-AIML-C,BIO0276,2024-11-18,09:27:00,10:12:00,Late,FP-UGF23AI276-F01,Right Index,97.92,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036178,Ekta Chatterjee,UGF23AI277,A60,CSE-AIML-A,BIO0277,2024-11-18,09:11:00,09:56:00,Late,FP-UGF23AI277-F00,Right Thumb,78.38,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036179,Disha Sai Lokhande,UGF23AI278,B60,CSE-AIML-B,BIO0278,2024-11-18,09:02:00,09:50:00,Present,FP-UGF23AI278-F01,Right Index,85.04,Excellent,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036180,Ila Devi Dange,UGF23AI279,C60,CSE-AIML-C,BIO0279,2024-11-18,,,Absent,FP-UGF23AI279-F02,Right Middle,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036181,Kalpesh Prakash Hande,UGF23AI280,A61,CSE-AIML-A,BIO0280,2024-11-18,09:12:00,09:58:00,Late,FP-UGF23AI280-F04,Right Little,84.93,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036182,Rohit Bala Mehta,UGF23AI281,B61,CSE-AIML-B,BIO0281,2024-11-18,09:08:00,10:08:00,Late,FP-UGF23AI281-F04,Right Little,75.94,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036183,Onkar Nath Ambhore,UGF23AI282,C61,CSE-AIML-C,BIO0282,2024-11-18,09:01:00,09:54:00,Present,FP-UGF23AI282-F01,Right Index,87.7,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036184,Disha Pawar,UGF23AI283,A62,CSE-AIML-A,BIO0283,2024-11-18,09:01:00,09:46:00,Present,FP-UGF23AI283-F03,Right Ring,85.11,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036185,Soham Nath Kale,UGF23AI284,B62,CSE-AIML-B,BIO0284,2024-11-18,09:02:00,10:00:00,Present,FP-UGF23AI284-F04,Right Little,99.86,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036186,Ila Raj Ingole,UGF23AI285,C62,CSE-AIML-C,BIO0285,2024-11-18,,,Absent,FP-UGF23AI285-F01,Right Index,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036187,Rohit Shankar Hande,UGF23AI286,A63,CSE-AIML-A,BIO0286,2024-11-18,09:00:00,10:00:00,Present,FP-UGF23AI286-F03,Right Ring,84.94,Excellent,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036188,Indira Bhatia,UGF23AI287,B63,CSE-AIML-B,BIO0287,2024-11-18,09:02:00,09:48:00,Present,FP-UGF23AI287-F04,Right Little,92.26,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036189,Babita Lal Kulkarni,UGF23AI288,C63,CSE-AIML-C,BIO0288,2024-11-18,,,Absent,FP-UGF23AI288-F01,Right Index,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036190,Hemant Chand More,UGF23AI289,A64,CSE-AIML-A,BIO0289,2024-11-18,09:00:00,10:03:00,Present,FP-UGF23AI289-F00,Right Thumb,93.48,Excellent,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036191,Tariq Shankar Pawar,UGF23AI290,B64,CSE-AIML-B,BIO0290,2024-11-18,09:02:00,09:52:00,Present,FP-UGF23AI290-F04,Right Little,98.81,Average,3,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036192,Mukesh Verma,UGF23AI291,C64,CSE-AIML-C,BIO0291,2024-11-18,09:02:00,10:02:00,Present,FP-UGF23AI291-F03,Right Ring,93.33,Good,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036193,Anjali Chand Nair,UGF23AI292,A65,CSE-AIML-A,BIO0292,2024-11-18,09:03:00,09:51:00,Present,FP-UGF23AI292-F00,Right Thumb,99.55,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036194,Divya Lal Hande,UGF23AI293,B65,CSE-AIML-B,BIO0293,2024-11-18,09:01:00,10:04:00,Present,FP-UGF23AI293-F00,Right Thumb,94.61,Average,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036195,Harsha Prasad Shah,UGF23AI294,C65,CSE-AIML-C,BIO0294,2024-11-18,09:17:00,10:19:00,Late,FP-UGF23AI294-F03,Right Ring,85.42,Good,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036196,Ekta Shankar Yadav,UGF23AI295,A66,CSE-AIML-A,BIO0295,2024-11-18,,,Absent,FP-UGF23AI295-F01,Right Index,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036197,Manish Das Upadhyay,UGF23AI296,B66,CSE-AIML-B,BIO0296,2024-11-18,,,Absent,FP-UGF23AI296-F04,Right Little,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036198,Jatin Ghosh,UGF23AI297,C66,CSE-AIML-C,BIO0297,2024-11-18,,,Absent,FP-UGF23AI297-F01,Right Index,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036199,Nilesh Ram Kulkarni,UGF23AI298,A67,CSE-AIML-A,BIO0298,2024-11-18,09:00:00,09:50:00,Present,FP-UGF23AI298-F02,Right Middle,88.01,Poor,1,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036200,Bhavna Raj Bhosale,UGF23AI299,B67,CSE-AIML-B,BIO0299,2024-11-18,,,Absent,FP-UGF23AI299-F03,Right Ring,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036201,Gaurav Jain,UGF23AI300,C67,CSE-AIML-C,BIO0300,2024-11-18,,,Absent,FP-UGF23AI300-F04,Right Little,0.0,,0,No Scan,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
BIO00036202,Kalpesh Mishra,UGF23AI301,A68,CSE-AIML-A,BIO0301,2024-11-18,09:03:00,09:56:00,Present,FP-UGF23AI301-F00,Right Thumb,78.66,Good,2,Match Success,RDR-BIO-001,ZKTeco K40,AIPC350T,Deep Learning,Monday,Lab-A1,Active
