full_name,first_name,middle_name,last_name,gender,date_of_birth,student_id,roll_number,enrollment_number,department,course,year_semester,class_section,mobile_number,email_id,guardian_name,parent_contact,biometric_id,registered_finger,fingerprint_template,minutiae_count,enrollment_device,enrollment_date,biometric_status,backup_finger
Jayesh Pawar,Jayesh,,Pawar,Male,2003-01-12,UGF23AI251,B51,EN2423AI251,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9847655456,jayesh.pawar63@jit.edu,Prof. Mohit Pawar,9422002819,BIO0251,Right Little,FP-UGF23AI251-F04,42,Startek FM220U,2024-06-06,Active,Left Little
Yamini Das Ahuja,Yamini,Das,Ahuja,Female,2003-12-05,UGF23AI252,C51,EN2423AI252,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9543109075,yamini.ahuja63@jit.edu,Mrs. Eshaan Ahuja,9360767346,BIO0252,Right Thumb,FP-UGF23AI252-F00,34,Startek FM220U,2024-06-01,Active,Right Middle
Yamini Rao Pillai,Yamini,Rao,Pillai,Male,2003-09-24,UGF23AI253,A52,EN2423AI253,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9823349713,yamini.pillai87@jit.edu,Mr. Dayanand Pillai,9178151583,BIO0253,Right Middle,FP-UGF23AI253-F02,30,ZKTeco K40,2024-06-20,Active,Left Little
Priya Ram Ahuja,Priya,Ram,Ahuja,Female,2003-01-07,UGF23AI254,B52,EN2423AI254,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9846923032,priya.ahuja87@jit.edu,Mrs. Fatima Ahuja,9356979659,BIO0254,Right Ring,FP-UGF23AI254-F03,53,ZKTeco K40,2024-06-20,Active,Left Thumb
Amrita Rao Banerjee,Amrita,Rao,Banerjee,Male,2003-05-12,UGF23AI255,C52,EN2423AI255,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9962017778,amrita.banerjee70@jit.edu,Dr. Kedar Banerjee,9318106480,BIO0255,Right Ring,FP-UGF23AI255-F03,41,Startek FM220U,2024-06-10,Active,Right Thumb
Ravi Lal Verma,Ravi,Lal,Verma,Male,2003-05-18,UGF23AI256,A53,EN2423AI256,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9263650505,ravi.verma35@jit.edu,Dr. Ritika Verma,9507849850,BIO0256,Right Ring,FP-UGF23AI256-F03,54,Secugen Hamster Pro,2024-06-08,Active,Left Ring
Vidya Ram Reddy,Vidya,Ram,Reddy,Female,2003-08-24,UGF23AI257,B53,EN2423AI257,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9886808192,vidya.reddy55@jit.edu,Mrs. Manish Reddy,9873430762,BIO0257,Right Ring,FP-UGF23AI257-F03,52,Startek FM220U,2024-06-06,Active,Left Little
Deepika Kumar,Deepika,,Kumar,Male,2003-02-27,UGF23AI258,C53,EN2423AI258,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9247630403,deepika.kumar90@jit.edu,Mrs. Dev Kumar,9859317542,BIO0258,Right Thumb,FP-UGF23AI258-F00,27,ZKTeco K40,2024-06-05,Active,Left Little
Deepika Kharat,Deepika,,Kharat,Female,2003-08-22,UGF23AI259,A54,EN2423AI259,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9692322761,deepika.kharat62@jit.edu,Mr. Akash Kharat,9668457864,BIO0259,Right Thumb,FP-UGF23AI259-F00,64,ZKTeco K40,2024-06-11,Active,Left Thumb
Seema Sai Chopra,Seema,Sai,Chopra,Female,2003-02-04,UGF23AI260,B54,EN2423AI260,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9765484610,seema.chopra77@jit.edu,Dr. Seema Chopra,9480578233,BIO0260,Right Index,FP-UGF23AI260-F01,35,ZKTeco SF100,2024-06-10,Active,Right Middle
Girish Bhange,Girish,,Bhange,Male,2003-04-23,UGF23AI261,C54,EN2423AI261,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9200395400,girish.bhange61@jit.edu,Prof. Dhruv Bhange,9693458652,BIO0261,Right Thumb,FP-UGF23AI261-F00,48,Mantra MFS100,2024-06-19,Active,Right Index
Gaurav Hivrale,Gaurav,,Hivrale,Female,2003-11-26,UGF23AI262,A55,EN2423AI262,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9145689604,gaurav.hivrale39@jit.edu,Mrs. Iqbal Hivrale,9843338269,BIO0262,Right Thumb,FP-UGF23AI262-F00,54,Secugen Hamster Pro,2024-06-16,Active,Right Index
Vidya Chand Waghmare,Vidya,Chand,Waghmare,Male,2003-10-22,UGF23AI263,B55,EN2423AI263,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9322434334,vidya.waghmare85@jit.edu,Mrs. Ila Waghmare,9981209973,BIO0263,Right Middle,FP-UGF23AI263-F02,63,ZKTeco SF100,2024-06-25,Active,Right Index
Esha Das Bhange,Esha,Das,Bhange,Female,2003-07-22,UGF23AI264,C55,EN2423AI264,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9948790854,esha.bhange98@jit.edu,Mr. Urmila Bhange,9900427880,BIO0264,Right Ring,FP-UGF23AI264-F03,40,Mantra MFS100,2024-06-09,Active,Left Middle
Divya Ram Junghare,Divya,Ram,Junghare,Male,2003-10-20,UGF23AI265,A56,EN2423AI265,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9941328406,divya.junghare67@jit.edu,Prof. Ritika Junghare,9482049366,BIO0265,Right Thumb,FP-UGF23AI265-F00,53,Mantra MFS100,2024-06-14,Active,Left Middle
Geeta Prakash Nair,Geeta,Prakash,Nair,Male,2003-10-10,UGF23AI266,B56,EN2423AI266,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9387732777,geeta.nair29@jit.edu,Prof. Devika Nair,9941695782,BIO0266,Right Thumb,FP-UGF23AI266-F00,58,ZKTeco SF100,2024-06-01,Active,Left Middle
Jiya Devi Hatwar,Jiya,Devi,Hatwar,Female,2003-05-15,UGF23AI267,C56,EN2423AI267,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9193734690,jiya.hatwar33@jit.edu,Prof. Madhuri Hatwar,9698058121,BIO0267,Right Thumb,FP-UGF23AI267-F00,53,Mantra MFS100,2024-06-15,Active,Right Middle
Aditya Pillai,Aditya,,Pillai,Male,2003-10-20,UGF23AI268,A57,EN2423AI268,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9413368711,aditya.pillai62@jit.edu,Prof. Leela Pillai,9190945411,BIO0268,Right Ring,FP-UGF23AI268-F03,64,Mantra MFS100,2024-06-01,Active,Right Little
Nikhil Prakash Bhatia,Nikhil,Prakash,Bhatia,Female,2003-03-09,UGF23AI269,B57,EN2423AI269,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9167932588,nikhil.bhatia31@jit.edu,Prof. Sneha Bhatia,9552155193,BIO0269,Right Ring,FP-UGF23AI269-F03,37,Mantra MFS100,2024-06-17,Active,Right Index
Sakshi Ingle,Sakshi,,Ingle,Male,2003-10-07,UGF23AI270,C57,EN2423AI270,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9107266407,sakshi.ingle60@jit.edu,Dr. Vimal Ingle,9765926290,BIO0270,Right Index,FP-UGF23AI270-F01,42,ZKTeco K40,2024-06-12,Active,Left Index
Kiran Tiwari,Kiran,,Tiwari,Male,2003-05-11,UGF23AI271,A58,EN2423AI271,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9290736564,kiran.tiwari60@jit.edu,Dr. Suresh Tiwari,9889065340,BIO0271,Right Ring,FP-UGF23AI271-F03,62,ZKTeco SF100,2024-06-07,Active,Right Little
Sneha Prakash Londhe,Sneha,Prakash,Londhe,Female,2003-02-19,UGF23AI272,B58,EN2423AI272,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9831983367,sneha.londhe80@jit.edu,Mr. Firoz Londhe,9595663087,BIO0272,Right Little,FP-UGF23AI272-F04,63,Secugen Hamster Pro,2024-06-20,Active,Left Thumb
Dev Sai Pawar,Dev,Sai,Pawar,Female,2003-03-21,UGF23AI273,C58,EN2423AI273,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9867979226,dev.pawar64@jit.edu,Prof. Divya Pawar,9582181718,BIO0273,Right Middle,FP-UGF23AI273-F02,56,ZKTeco SF100,2024-06-17,Active,Left Middle
Mithun Sai Waghmare,Mithun,Sai,Waghmare,Male,2003-01-26,UGF23AI274,A59,EN2423AI274,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9217434526,mithun.waghmare41@jit.edu,Dr. Nikhil Waghmare,9794710793,BIO0274,Right Little,FP-UGF23AI274-F04,57,Secugen Hamster Pro,2024-06-15,Active,Left Middle
Vishal Sai Shah,Vishal,Sai,Shah,Female,2003-01-04,UGF23AI275,B59,EN2423AI275,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9699140867,vishal.shah84@jit.edu,Mrs. Madhuri Shah,9501707828,BIO0275,Right Little,FP-UGF23AI275-F04,43,ZKTeco SF100,2024-06-18,Active,Left Little
Anika Shah,Anika,,Shah,Male,2003-05-14,UGF23AI276,C59,EN2423AI276,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9434889710,anika.shah53@jit.edu,Prof. Mukesh Shah,9322122096,BIO0276,Right Index,FP-UGF23AI276-F01,51,ZKTeco K40,2024-06-24,Active,Left Ring
Ekta Chatterjee,Ekta,,Chatterjee,Male,2003-02-10,UGF23AI277,A60,EN2423AI277,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9795752405,ekta.chatterjee23@jit.edu,Mrs. Nilesh Chatterjee,9895094534,BIO0277,Right Thumb,FP-UGF23AI277-F00,33,ZKTeco K40,2024-06-25,Active,Left Little
Disha Sai Lokhande,Disha,Sai,Lokhande,Male,2003-04-26,UGF23AI278,B60,EN2423AI278,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9524753348,disha.lokhande13@jit.edu,Mrs. Madhuri Lokhande,9735873300,BIO0278,Right Index,FP-UGF23AI278-F01,45,ZKTeco SF100,2024-06-14,Active,Right Little
Ila Devi Dange,Ila,Devi,Dange,Male,2003-02-26,UGF23AI279,C60,EN2423AI279,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9311606895,ila.dange68@jit.edu,Mr. Shruti Dange,9820160169,BIO0279,Right Middle,FP-UGF23AI279-F02,49,ZKTeco SF100,2024-06-09,Active,Left Index
Kalpesh Prakash Hande,Kalpesh,Prakash,Hande,Female,2003-02-12,UGF23AI280,A61,EN2423AI280,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9973744799,kalpesh.hande96@jit.edu,Dr. Kedar Hande,9759797724,BIO0280,Right Little,FP-UGF23AI280-F04,55,Startek FM220U,2024-06-15,Active,Right Middle
Rohit Bala Mehta,Rohit,Bala,Mehta,Male,2003-03-12,UGF23AI281,B61,EN2423AI281,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9549080818,rohit.mehta86@jit.edu,Mrs. Faisal Mehta,9512005439,BIO0281,Right Little,FP-UGF23AI281-F04,45,ZKTeco SF100,2024-06-04,Active,Left Little
Onkar Nath Ambhore,Onkar,Nath,Ambhore,Male,2003-03-16,UGF23AI282,C61,EN2423AI282,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9584258607,onkar.ambhore89@jit.edu,Mr. Babita Ambhore,9485515372,BIO0282,Right Index,FP-UGF23AI282-F01,18,ZKTeco SF100,2024-06-17,Active,Right Little
Disha Pawar,Disha,,Pawar,Male,2003-07-22,UGF23AI283,A62,EN2423AI283,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9279587066,disha.pawar20@jit.edu,Mr. Nandini Pawar,9917178325,BIO0283,Right Ring,FP-UGF23AI283-F03,32,Startek FM220U,2024-06-11,Active,Left Thumb
Soham Nath Kale,Soham,Nath,Kale,Female,2003-10-24,UGF23AI284,B62,EN2423AI284,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9221559383,soham.kale83@jit.edu,Mr. Siddharth Kale,9932271276,BIO0284,Right Little,FP-UGF23AI284-F04,52,Startek FM220U,2024-06-02,Active,Left Index
Ila Raj Ingole,Ila,Raj,Ingole,Male,2003-09-07,UGF23AI285,C62,EN2423AI285,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9134607126,ila.ingole67@jit.edu,Dr. Zara Ingole,9976955647,BIO0285,Right Index,FP-UGF23AI285-F01,23,ZKTeco K40,2024-06-13,Active,Right Middle
Rohit Shankar Hande,Rohit,Shankar,Hande,Female,2003-12-12,UGF23AI286,A63,EN2423AI286,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9761587312,rohit.hande27@jit.edu,Mrs. Seema Hande,9322203053,BIO0286,Right Ring,FP-UGF23AI286-F03,69,Secugen Hamster Pro,2024-06-04,Active,Left Index
Indira Bhatia,Indira,,Bhatia,Male,2003-06-23,UGF23AI287,B63,EN2423AI287,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9652348887,indira.bhatia96@jit.edu,Mr. Manish Bhatia,9905407446,BIO0287,Right Little,FP-UGF23AI287-F04,68,Mantra MFS100,2024-06-17,Active,Right Thumb
Babita Lal Kulkarni,Babita,Lal,Kulkarni,Male,2003-04-05,UGF23AI288,C63,EN2423AI288,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9625552311,babita.kulkarni28@jit.edu,Dr. Mahesh Kulkarni,9544770805,BIO0288,Right Index,FP-UGF23AI288-F01,42,Mantra MFS100,2024-06-04,Active,Right Middle
Hemant Chand More,Hemant,Chand,More,Male,2003-08-16,UGF23AI289,A64,EN2423AI289,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9884832186,hemant.more68@jit.edu,Dr. Yamini More,9168000803,BIO0289,Right Thumb,FP-UGF23AI289-F00,68,Secugen Hamster Pro,2024-06-16,Active,Right Little
Tariq Shankar Pawar,Tariq,Shankar,Pawar,Female,2003-05-11,UGF23AI290,B64,EN2423AI290,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9240224505,tariq.pawar82@jit.edu,Prof. Mukesh Pawar,9469087606,BIO0290,Right Little,FP-UGF23AI290-F04,61,Mantra MFS100,2024-06-17,Active,Right Thumb
Mukesh Verma,Mukesh,,Verma,Male,2003-02-28,UGF23AI291,C64,EN2423AI291,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9559346003,mukesh.verma35@jit.edu,Mrs. Farhan Verma,9797929178,BIO0291,Right Ring,FP-UGF23AI291-F03,37,Startek FM220U,2024-06-21,Active,Left Thumb
Anjali Chand Nair,Anjali,Chand,Nair,Male,2003-06-22,UGF23AI292,A65,EN2423AI292,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9771737478,anjali.nair49@jit.edu,Mrs. Jayesh Nair,9803821904,BIO0292,Right Thumb,FP-UGF23AI292-F00,23,ZKTeco SF100,2024-06-06,Active,Right Index
Divya Lal Hande,Divya,Lal,Hande,Male,2003-04-17,UGF23AI293,B65,EN2423AI293,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9846891707,divya.hande53@jit.edu,Mr. Babita Hande,9553456129,BIO0293,Right Thumb,FP-UGF23AI293-F00,62,Startek FM220U,2024-06-05,Active,Right Middle
Harsha Prasad Shah,Harsha,Prasad,Shah,Female,2003-06-12,UGF23AI294,C65,EN2423AI294,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9788887139,harsha.shah96@jit.edu,Mrs. Dev Shah,9669628927,BIO0294,Right Ring,FP-UGF23AI294-F03,54,ZKTeco SF100,2024-06-17,Active,Right Middle
Ekta Shankar Yadav,Ekta,Shankar,Yadav,Male,2003-07-20,UGF23AI295,A66,EN2423AI295,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9207873599,ekta.yadav27@jit.edu,Mr. Harsh Yadav,9883841357,BIO0295,Right Index,FP-UGF23AI295-F01,42,Startek FM220U,2024-06-05,Active,Left Middle
Manish Das Upadhyay,Manish,Das,Upadhyay,Female,2003-11-03,UGF23AI296,B66,EN2423AI296,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9874360740,manish.upadhyay87@jit.edu,Dr. Leela Upadhyay,9841393046,BIO0296,Right Little,FP-UGF23AI296-F04,19,Secugen Hamster Pro,2024-06-19,Active,Left Thumb
Jatin Ghosh,Jatin,,Ghosh,Male,2003-12-13,UGF23AI297,C66,EN2423AI297,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9514341484,jatin.ghosh24@jit.edu,Mrs. Tejas Ghosh,9785135687,BIO0297,Right Index,FP-UGF23AI297-F01,56,ZKTeco K40,2024-06-17,Active,Right Thumb
Nilesh Ram Kulkarni,Nilesh,Ram,Kulkarni,Female,2003-07-28,UGF23AI298,A67,EN2423AI298,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9833303441,nilesh.kulkarni32@jit.edu,Prof. Kamla Kulkarni,9178374393,BIO0298,Right Middle,FP-UGF23AI298-F02,19,Startek FM220U,2024-06-08,Active,Right Thumb
Bhavna Raj Bhosale,Bhavna,Raj,Bhosale,Male,2003-09-10,UGF23AI299,B67,EN2423AI299,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9853563434,bhavna.bhosale61@jit.edu,Mr. Namrata Bhosale,9676132087,BIO0299,Right Ring,FP-UGF23AI299-F03,52,Secugen Hamster Pro,2024-06-06,Active,Left Thumb
Gaurav Jain,Gaurav,,Jain,Male,2003-03-18,UGF23AI300,C67,EN2423AI300,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9433041955,gaurav.jain99@jit.edu,Prof. Firoz Jain,9356234948,BIO0300,Right Little,FP-UGF23AI300-F04,21,Startek FM220U,2024-06-16,Active,Left Middle
Kalpesh Mishra,Kalpesh,,Mishra,Male,2003-05-22,UGF23AI301,A68,EN2423AI301,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9860102491,kalpesh.mishra27@jit.edu,Mr. Neha Mishra,9633019326,BIO0301,Right Thumb,FP-UGF23AI301-F00,40,ZKTeco SF100,2024-06-03,Active,Left Thumb
Lakshmi Chand Patil,Lakshmi,Chand,Patil,Female,2003-01-11,UGF23AI302,B68,EN2423AI302,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9168582026,lakshmi.patil43@jit.edu,Mr. Tejas Patil,9588764892,BIO0302,Right Middle,FP-UGF23AI302-F02,50,Startek FM220U,2024-06-01,Active,Left Ring
Nikhil Rao Agarwal,Nikhil,Rao,Agarwal,Female,2003-05-25,UGF23AI303,C68,EN2423AI303,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9895406424,nikhil.agarwal75@jit.edu,Mr. Bhavna Agarwal,9113194223,BIO0303,Right Thumb,FP-UGF23AI303-F00,33,Secugen Hamster Pro,2024-06-23,Active,Left Index
Mohit Nath Kumar,Mohit,Nath,Kumar,Male,2003-09-26,UGF23AI304,A69,EN2423AI304,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9366570563,mohit.kumar63@jit.edu,Dr. Siddharth Kumar,9986907524,BIO0304,Right Index,FP-UGF23AI304-F01,22,Startek FM220U,2024-06-04,Active,Right Middle
Iqbal Raj Chopra,Iqbal,Raj,Chopra,Male,2003-04-26,UGF23AI305,B69,EN2423AI305,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9599391065,iqbal.chopra46@jit.edu,Dr. Vikas Chopra,9192755745,BIO0305,Right Ring,FP-UGF23AI305-F03,53,ZKTeco K40,2024-06-10,Active,Left Index
Esha Bala Pandey,Esha,Bala,Pandey,Female,2003-08-12,UGF23AI306,C69,EN2423AI306,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9916561565,esha.pandey41@jit.edu,Mrs. Aarav Pandey,9540272920,BIO0306,Right Index,FP-UGF23AI306-F01,19,Startek FM220U,2024-06-08,Active,Left Index
Abhishek Kumar Fernandes,Abhishek,Kumar,Fernandes,Male,2003-01-25,UGF23AI307,A70,EN2423AI307,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9320325776,abhishek.fernandes77@jit.edu,Mrs. Isha Fernandes,9628311983,BIO0307,Right Middle,FP-UGF23AI307-F02,21,Startek FM220U,2024-06-05,Inactive,Right Ring
Harsha Raj Mukherjee,Harsha,Raj,Mukherjee,Male,2003-09-14,UGF23AI308,B70,EN2423AI308,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9723597716,harsha.mukherjee22@jit.edu,Mrs. Namrata Mukherjee,9980428452,BIO0308,Right Ring,FP-UGF23AI308-F03,43,Mantra MFS100,2024-06-04,Active,Right Thumb
Lakshmi Das Wagh,Lakshmi,Das,Wagh,Male,2003-05-28,UGF23AI309,C70,EN2423AI309,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9586145040,lakshmi.wagh44@jit.edu,Mrs. Divya Wagh,9317661025,BIO0309,Right Middle,FP-UGF23AI309-F02,26,Startek FM220U,2024-06-16,Active,Right Index
Nikhil Lokhande,Nikhil,,Lokhande,Female,2003-06-14,UGF23AI310,A71,EN2423AI310,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9585242269,nikhil.lokhande49@jit.edu,Prof. Shruti Lokhande,9228756206,BIO0310,Right Middle,FP-UGF23AI310-F02,23,Secugen Hamster Pro,2024-06-23,Active,Left Thumb
Bharat Singh,Bharat,,Singh,Female,2003-04-27,UGF23AI311,B71,EN2423AI311,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9481975879,bharat.singh60@jit.edu,Mr. Tushar Singh,9420877774,BIO0311,Right Thumb,FP-UGF23AI311-F00,34,ZKTeco SF100,2024-06-16,Active,Right Ring
Girish Ambhore,Girish,,Ambhore,Male,2003-12-18,UGF23AI312,C71,EN2423AI312,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9963177562,girish.ambhore27@jit.edu,Mr. Aditi Ambhore,9166216779,BIO0312,Right Ring,FP-UGF23AI312-F03,71,ZKTeco K40,2024-06-19,Active,Right Little
Tariq Prakash More,Tariq,Prakash,More,Female,2003-11-21,UGF23AI313,A72,EN2423AI313,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9377906552,tariq.more19@jit.edu,Mr. Dev More,9312332805,BIO0313,Right Little,FP-UGF23AI313-F04,59,ZKTeco K40,2024-06-06,Active,Right Middle
Yamini Ram Patil,Yamini,Ram,Patil,Male,2003-01-15,UGF23AI314,B72,EN2423AI314,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9982277976,yamini.patil60@jit.edu,Prof. Anika Patil,9510952606,BIO0314,Right Little,FP-UGF23AI314-F04,61,ZKTeco SF100,2024-06-25,Active,Left Index
Om Chand Upadhyay,Om,Chand,Upadhyay,Female,2003-08-05,UGF23AI315,C72,EN2423AI315,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9363909394,om.upadhyay92@jit.edu,Dr. Tejas Upadhyay,9542373256,BIO0315,Right Little,FP-UGF23AI315-F04,53,Secugen Hamster Pro,2024-06-25,Active,Right Index
Manish Sai Iyer,Manish,Sai,Iyer,Male,2003-11-26,UGF23AI316,A73,EN2423AI316,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9510704185,manish.iyer55@jit.edu,Prof. Bhushan Iyer,9939059557,BIO0316,Right Little,FP-UGF23AI316-F04,49,ZKTeco SF100,2024-06-10,Active,Left Little
Siddharth Nath Patel,Siddharth,Nath,Patel,Male,2003-06-20,UGF23AI317,B73,EN2423AI317,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9968285490,siddharth.patel70@jit.edu,Dr. Kamla Patel,9727053322,BIO0317,Right Middle,FP-UGF23AI317-F02,32,ZKTeco K40,2024-06-19,Inactive,Right Index
Rohit Chand Vaghmare,Rohit,Chand,Vaghmare,Male,2003-12-02,UGF23AI318,C73,EN2423AI318,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9480968571,rohit.vaghmare32@jit.edu,Mrs. Rohit Vaghmare,9736212983,BIO0318,Right Little,FP-UGF23AI318-F04,38,ZKTeco SF100,2024-06-02,Active,Left Index
Anika Rao Bhange,Anika,Rao,Bhange,Female,2003-10-05,UGF23AI319,A74,EN2423AI319,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9431843213,anika.bhange32@jit.edu,Prof. Arjun Bhange,9196913120,BIO0319,Right Ring,FP-UGF23AI319-F03,21,ZKTeco SF100,2024-06-08,Active,Right Little
Rekha Kumar Fernandes,Rekha,Kumar,Fernandes,Female,2003-10-07,UGF23AI320,B74,EN2423AI320,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9961596686,rekha.fernandes51@jit.edu,Mr. Akash Fernandes,9258604568,BIO0320,Right Middle,FP-UGF23AI320-F02,55,ZKTeco SF100,2024-06-01,Active,Right Ring
Yamini Londhe,Yamini,,Londhe,Male,2003-02-12,UGF23AI321,C74,EN2423AI321,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9461379699,yamini.londhe48@jit.edu,Dr. Manish Londhe,9269118504,BIO0321,Right Little,FP-UGF23AI321-F04,64,Startek FM220U,2024-06-04,Active,Left Ring
Nisha Kharat,Nisha,,Kharat,Male,2003-06-08,UGF23AI322,A75,EN2423AI322,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9429448930,nisha.kharat98@jit.edu,Dr. Lakshmi Kharat,9290812817,BIO0322,Right Index,FP-UGF23AI322-F01,64,Secugen Hamster Pro,2024-06-05,Active,Left Middle
Kamla Kumar,Kamla,,Kumar,Female,2003-03-20,UGF23AI323,B75,EN2423AI323,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9211787506,kamla.kumar73@jit.edu,Mrs. Vishal Kumar,9900306310,BIO0323,Right Index,FP-UGF23AI323-F01,22,Secugen Hamster Pro,2024-06-16,Active,Left Index
Gunjan Devi Fernandes,Gunjan,Devi,Fernandes,Male,2003-08-01,UGF23AI324,C75,EN2423AI324,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-C,9476326283,gunjan.fernandes42@jit.edu,Mr. Ekta Fernandes,9101375634,BIO0324,Right Index,FP-UGF23AI324-F01,21,ZKTeco SF100,2024-06-18,Active,Left Middle
Gunjan Sai Pawar,Gunjan,Sai,Pawar,Male,2003-07-12,UGF23AI325,A76,EN2423AI325,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-A,9946892378,gunjan.pawar83@jit.edu,Mrs. Neha Pawar,9584566178,BIO0325,Right Thumb,FP-UGF23AI325-F00,22,Startek FM220U,2024-06-09,Active,Right Index
Vanshika Chand Shah,Vanshika,Chand,Shah,Male,2003-02-11,UGF23AI326,B76,EN2423AI326,CSE (AI & ML),B.Tech,3rd Year / VI,CSE-AIML-B,9687386446,vanshika.shah21@jit.edu,Dr. Indira Shah,9758896006,BIO0326,Right Index,FP-UGF23AI326-F01,48,Startek FM220U,2024-06-21,Active,Left Middle
