template_id,biometric_id,student_id,full_name,finger_name,hand,minutiae_count,template_size_bytes,image_quality_score,enrollment_device,enrollment_date,template_format,status
FP-UGF23AI267-F02,BIO0267,UGF23AI267,Jiya Devi Hatwar,Right Middle,Right,48,473,63,Mantra MFS100,2024-06-15,ISO 19794-2,Active
FP-UGF23AI268-F03,BIO0268,UGF23AI268,Aditya Pillai,Right Ring,Right,53,451,76,Mantra MFS100,2024-06-01,ISO 19794-2,Active
FP-UGF23AI268-F04,BIO0268,UGF23AI268,Aditya Pillai,Right Little,Right,23,451,92,Mantra MFS100,2024-06-01,ISO 19794-2,Active
FP-UGF23AI269-F03,BIO0269,UGF23AI269,Nikhil Prakash Bhatia,Right Ring,Right,45,499,68,Mantra MFS100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI269-F01,BIO0269,UGF23AI269,Nikhil Prakash Bhatia,Right Index,Right,66,417,90,Mantra MFS100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI270-F01,BIO0270,UGF23AI270,Sakshi Ingle,Right Index,Right,53,425,91,ZKTeco K40,2024-06-12,ISO 19794-2,Active
FP-UGF23AI270-F06,BIO0270,UGF23AI270,Sakshi Ingle,Left Index,Left,43,483,96,ZKTeco K40,2024-06-12,ISO 19794-2,Active
FP-UGF23AI271-F03,BIO0271,UGF23AI271,Kiran Tiwari,Right Ring,Right,30,471,99,ZKTeco SF100,2024-06-07,ISO 19794-2,Active
FP-UGF23AI271-F04,BIO0271,UGF23AI271,Kiran Tiwari,Right Little,Right,65,467,75,ZKTeco SF100,2024-06-07,ISO 19794-2,Active
FP-UGF23AI272-F04,BIO0272,UGF23AI272,Sneha Prakash Londhe,Right Little,Right,33,409,77,Secugen Hamster Pro,2024-06-20,ISO 19794-2,Active
FP-UGF23AI272-F05,BIO0272,UGF23AI272,Sneha Prakash Londhe,Left Thumb,Left,67,455,80,Secugen Hamster Pro,2024-06-20,ISO 19794-2,Active
FP-UGF23AI273-F02,BIO0273,UGF23AI273,Dev Sai Pawar,Right Middle,Right,61,473,65,ZKTeco SF100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI273-F07,BIO0273,UGF23AI273,Dev Sai Pawar,Left Middle,Left,25,485,86,ZKTeco SF100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI274-F04,BIO0274,UGF23AI274,Mithun Sai Waghmare,Right Little,Right,45,446,82,Secugen Hamster Pro,2024-06-15,ISO 19794-2,Active
FP-UGF23AI274-F07,BIO0274,UGF23AI274,Mithun Sai Waghmare,Left Middle,Left,30,441,82,Secugen Hamster Pro,2024-06-15,ISO 19794-2,Active
FP-UGF23AI275-F04,BIO0275,UGF23AI275,Vishal Sai Shah,Right Little,Right,56,483,61,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI275-F09,BIO0275,UGF23AI275,Vishal Sai Shah,Left Little,Left,67,439,70,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI276-F01,BIO0276,UGF23AI276,Anika Shah,Right Index,Right,40,478,88,ZKTeco K40,2024-06-24,ISO 19794-2,Active
FP-UGF23AI276-F08,BIO0276,UGF23AI276,Anika Shah,Left Ring,Left,57,418,88,ZKTeco K40,2024-06-24,ISO 19794-2,Active
FP-UGF23AI277-F00,BIO0277,UGF23AI277,Ekta Chatterjee,Right Thumb,Right,20,504,74,ZKTeco K40,2024-06-25,ISO 19794-2,Active
FP-UGF23AI277-F09,BIO0277,UGF23AI277,Ekta Chatterjee,Left Little,Left,30,487,83,ZKTeco K40,2024-06-25,ISO 19794-2,Active
FP-UGF23AI278-F01,BIO0278,UGF23AI278,Disha Sai Lokhande,Right Index,Right,27,496,65,ZKTeco SF100,2024-06-14,ISO 19794-2,Active
FP-UGF23AI278-F04,BIO0278,UGF23AI278,Disha Sai Lokhande,Right Little,Right,25,494,63,ZKTeco SF100,2024-06-14,ISO 19794-2,Active
FP-UGF23AI279-F02,BIO0279,UGF23AI279,Ila Devi Dange,Right Middle,Right,33,479,69,ZKTeco SF100,2024-06-09,ISO 19794-2,Active
FP-UGF23AI279-F06,BIO0279,UGF23AI279,Ila Devi Dange,Left Index,Left,71,504,78,ZKTeco SF100,2024-06-09,ISO 19794-2,Active
FP-UGF23AI280-F04,BIO0280,UGF23AI280,Kalpesh Prakash Hande,Right Little,Right,18,443,67,Startek FM220U,2024-06-15,ISO 19794-2,Active
FP-UGF23AI280-F02,BIO0280,UGF23AI280,Kalpesh Prakash Hande,Right Middle,Right,37,457,90,Startek FM220U,2024-06-15,ISO 19794-2,Active
FP-UGF23AI281-F04,BIO0281,UGF23AI281,Rohit Bala Mehta,Right Little,Right,19,442,73,ZKTeco SF100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI281-F09,BIO0281,UGF23AI281,Rohit Bala Mehta,Left Little,Left,65,468,73,ZKTeco SF100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI282-F01,BIO0282,UGF23AI282,Onkar Nath Ambhore,Right Index,Right,31,469,93,ZKTeco SF100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI282-F04,BIO0282,UGF23AI282,Onkar Nath Ambhore,Right Little,Right,66,433,95,ZKTeco SF100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI283-F03,BIO0283,UGF23AI283,Disha Pawar,Right Ring,Right,48,479,69,Startek FM220U,2024-06-11,ISO 19794-2,Active
FP-UGF23AI283-F05,BIO0283,UGF23AI283,Disha Pawar,Left Thumb,Left,62,489,61,Startek FM220U,2024-06-11,ISO 19794-2,Active
FP-UGF23AI284-F04,BIO0284,UGF23AI284,Soham Nath Kale,Right Little,Right,42,474,93,Startek FM220U,2024-06-02,ISO 19794-2,Active
FP-UGF23AI284-F06,BIO0284,UGF23AI284,Soham Nath Kale,Left Index,Left,20,432,70,Startek FM220U,2024-06-02,ISO 19794-2,Active
FP-UGF23AI285-F01,BIO0285,UGF23AI285,Ila Raj Ingole,Right Index,Right,21,436,72,ZKTeco K40,2024-06-13,ISO 19794-2,Active
FP-UGF23AI285-F02,BIO0285,UGF23AI285,Ila Raj Ingole,Right Middle,Right,68,489,99,ZKTeco K40,2024-06-13,ISO 19794-2,Active
FP-UGF23AI286-F03,BIO0286,UGF23AI286,Rohit Shankar Hande,Right Ring,Right,35,406,89,Secugen Hamster Pro,2024-06-04,ISO 19794-2,Active
FP-UGF23AI286-F06,BIO0286,UGF23AI286,Rohit Shankar Hande,Left Index,Left,59,401,64,Secugen Hamster Pro,2024-06-04,ISO 19794-2,Active
FP-UGF23AI287-F04,BIO0287,UGF23AI287,Indira Bhatia,Right Little,Right,42,484,77,Mantra MFS100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI287-F00,BIO0287,UGF23AI287,Indira Bhatia,Right Thumb,Right,60,509,83,Mantra MFS100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI288-F01,BIO0288,UGF23AI288,Babita Lal Kulkarni,Right Index,Right,24,402,78,Mantra MFS100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI288-F02,BIO0288,UGF23AI288,Babita Lal Kulkarni,Right Middle,Right,59,449,74,Mantra MFS100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI289-F00,BIO0289,UGF23AI289,Hemant Chand More,Right Thumb,Right,42,465,66,Secugen Hamster Pro,2024-06-16,ISO 19794-2,Active
FP-UGF23AI289-F04,BIO0289,UGF23AI289,Hemant Chand More,Right Little,Right,38,462,98,Secugen Hamster Pro,2024-06-16,ISO 19794-2,Active
FP-UGF23AI290-F04,BIO0290,UGF23AI290,Tariq Shankar Pawar,Right Little,Right,52,411,71,Mantra MFS100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI290-F00,BIO0290,UGF23AI290,Tariq Shankar Pawar,Right Thumb,Right,30,464,89,Mantra MFS100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI291-F03,BIO0291,UGF23AI291,Mukesh Verma,Right Ring,Right,53,491,61,Startek FM220U,2024-06-21,ISO 19794-2,Active
FP-UGF23AI291-F05,BIO0291,UGF23AI291,Mukesh Verma,Left Thumb,Left,20,431,93,Startek FM220U,2024-06-21,ISO 19794-2,Active
FP-UGF23AI292-F00,BIO0292,UGF23AI292,Anjali Chand Nair,Right Thumb,Right,37,442,91,ZKTeco SF100,2024-06-06,ISO 19794-2,Active
FP-UGF23AI292-F01,BIO0292,UGF23AI292,Anjali Chand Nair,Right Index,Right,43,495,70,ZKTeco SF100,2024-06-06,ISO 19794-2,Active
FP-UGF23AI293-F00,BIO0293,UGF23AI293,Divya Lal Hande,Right Thumb,Right,19,444,82,Startek FM220U,2024-06-05,ISO 19794-2,Active
FP-UGF23AI293-F02,BIO0293,UGF23AI293,Divya Lal Hande,Right Middle,Right,40,480,79,Startek FM220U,2024-06-05,ISO 19794-2,Active
FP-UGF23AI294-F03,BIO0294,UGF23AI294,Harsha Prasad Shah,Right Ring,Right,33,464,77,ZKTeco SF100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI294-F02,BIO0294,UGF23AI294,Harsha Prasad Shah,Right Middle,Right,69,407,76,ZKTeco SF100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI295-F01,BIO0295,UGF23AI295,Ekta Shankar Yadav,Right Index,Right,42,504,61,Startek FM220U,2024-06-05,ISO 19794-2,Active
FP-UGF23AI295-F07,BIO0295,UGF23AI295,Ekta Shankar Yadav,Left Middle,Left,53,435,74,Startek FM220U,2024-06-05,ISO 19794-2,Active
FP-UGF23AI296-F04,BIO0296,UGF23AI296,Manish Das Upadhyay,Right Little,Right,27,443,85,Secugen Hamster Pro,2024-06-19,ISO 19794-2,Active
FP-UGF23AI296-F05,BIO0296,UGF23AI296,Manish Das Upadhyay,Left Thumb,Left,60,417,65,Secugen Hamster Pro,2024-06-19,ISO 19794-2,Active
FP-UGF23AI297-F01,BIO0297,UGF23AI297,Jatin Ghosh,Right Index,Right,64,448,93,ZKTeco K40,2024-06-17,ISO 19794-2,Active
FP-UGF23AI297-F00,BIO0297,UGF23AI297,Jatin Ghosh,Right Thumb,Right,61,478,74,ZKTeco K40,2024-06-17,ISO 19794-2,Active
FP-UGF23AI298-F02,BIO0298,UGF23AI298,Nilesh Ram Kulkarni,Right Middle,Right,44,430,96,Startek FM220U,2024-06-08,ISO 19794-2,Active
FP-UGF23AI298-F00,BIO0298,UGF23AI298,Nilesh Ram Kulkarni,Right Thumb,Right,27,454,79,Startek FM220U,2024-06-08,ISO 19794-2,Active
FP-UGF23AI299-F03,BIO0299,UGF23AI299,Bhavna Raj Bhosale,Right Ring,Right,56,442,88,Secugen Hamster Pro,2024-06-06,ISO 19794-2,Active
FP-UGF23AI299-F05,BIO0299,UGF23AI299,Bhavna Raj Bhosale,Left Thumb,Left,52,416,73,Secugen Hamster Pro,2024-06-06,ISO 19794-2,Active
FP-UGF23AI300-F04,BIO0300,UGF23AI300,Gaurav Jain,Right Little,Right,59,417,97,Startek FM220U,2024-06-16,ISO 19794-2,Active
FP-UGF23AI300-F07,BIO0300,UGF23AI300,Gaurav Jain,Left Middle,Left,52,487,72,Startek FM220U,2024-06-16,ISO 19794-2,Active
FP-UGF23AI301-F00,BIO0301,UGF23AI301,Kalpesh Mishra,Right Thumb,Right,26,439,93,ZKTeco SF100,2024-06-03,ISO 19794-2,Active
FP-UGF23AI301-F05,BIO0301,UGF23AI301,Kalpesh Mishra,Left Thumb,Left,26,455,69,ZKTeco SF100,2024-06-03,ISO 19794-2,Active
FP-UGF23AI302-F02,BIO0302,UGF23AI302,Lakshmi Chand Patil,Right Middle,Right,59,472,70,Startek FM220U,2024-06-01,ISO 19794-2,Active
FP-UGF23AI302-F08,BIO0302,UGF23AI302,Lakshmi Chand Patil,Left Ring,Left,38,408,95,Startek FM220U,2024-06-01,ISO 19794-2,Active
FP-UGF23AI303-F00,BIO0303,UGF23AI303,Nikhil Rao Agarwal,Right Thumb,Right,52,492,67,Secugen Hamster Pro,2024-06-23,ISO 19794-2,Active
FP-UGF23AI303-F06,BIO0303,UGF23AI303,Nikhil Rao Agarwal,Left Index,Left,29,440,69,Secugen Hamster Pro,2024-06-23,ISO 19794-2,Active
FP-UGF23AI304-F01,BIO0304,UGF23AI304,Mohit Nath Kumar,Right Index,Right,64,403,80,Startek FM220U,2024-06-04,ISO 19794-2,Active
FP-UGF23AI304-F02,BIO0304,UGF23AI304,Mohit Nath Kumar,Right Middle,Right,44,452,79,Startek FM220U,2024-06-04,ISO 19794-2,Active
FP-UGF23AI305-F03,BIO0305,UGF23AI305,Iqbal Raj Chopra,Right Ring,Right,46,495,77,ZKTeco K40,2024-06-10,ISO 19794-2,Active
FP-UGF23AI305-F06,BIO0305,UGF23AI305,Iqbal Raj Chopra,Left Index,Left,27,499,72,ZKTeco K40,2024-06-10,ISO 19794-2,Active
FP-UGF23AI306-F01,BIO0306,UGF23AI306,Esha Bala Pandey,Right Index,Right,24,416,71,Startek FM220U,2024-06-08,ISO 19794-2,Active
FP-UGF23AI306-F06,BIO0306,UGF23AI306,Esha Bala Pandey,Left Index,Left,19,497,99,Startek FM220U,2024-06-08,ISO 19794-2,Active
FP-UGF23AI307-F02,BIO0307,UGF23AI307,Abhishek Kumar Fernandes,Right Middle,Right,57,434,98,Startek FM220U,2024-06-05,ISO 19794-2,Inactive
FP-UGF23AI307-F03,BIO0307,UGF23AI307,Abhishek Kumar Fernandes,Right Ring,Right,54,478,74,Startek FM220U,2024-06-05,ISO 19794-2,Inactive
FP-UGF23AI308-F03,BIO0308,UGF23AI308,Harsha Raj Mukherjee,Right Ring,Right,56,429,74,Mantra MFS100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI308-F00,BIO0308,UGF23AI308,Harsha Raj Mukherjee,Right Thumb,Right,61,403,82,Mantra MFS100,2024-06-04,ISO 19794-2,Active
FP-UGF23AI309-F02,BIO0309,UGF23AI309,Lakshmi Das Wagh,Right Middle,Right,23,488,90,Startek FM220U,2024-06-16,ISO 19794-2,Active
FP-UGF23AI309-F01,BIO0309,UGF23AI309,Lakshmi Das Wagh,Right Index,Right,26,464,98,Startek FM220U,2024-06-16,ISO 19794-2,Active
FP-UGF23AI310-F02,BIO0310,UGF23AI310,Nikhil Lokhande,Right Middle,Right,48,491,83,Secugen Hamster Pro,2024-06-23,ISO 19794-2,Active
FP-UGF23AI310-F05,BIO0310,UGF23AI310,Nikhil Lokhande,Left Thumb,Left,29,509,84,Secugen Hamster Pro,2024-06-23,ISO 19794-2,Active
FP-UGF23AI311-F00,BIO0311,UGF23AI311,Bharat Singh,Right Thumb,Right,49,460,68,ZKTeco SF100,2024-06-16,ISO 19794-2,Active
FP-UGF23AI311-F03,BIO0311,UGF23AI311,Bharat Singh,Right Ring,Right,28,424,74,ZKTeco SF100,2024-06-16,ISO 19794-2,Active
FP-UGF23AI312-F03,BIO0312,UGF23AI312,Girish Ambhore,Right Ring,Right,20,452,60,ZKTeco K40,2024-06-19,ISO 19794-2,Active
FP-UGF23AI312-F04,BIO0312,UGF23AI312,Girish Ambhore,Right Little,Right,35,452,74,ZKTeco K40,2024-06-19,ISO 19794-2,Active
FP-UGF23AI313-F04,BIO0313,UGF23AI313,Tariq Prakash More,Right Little,Right,65,485,72,ZKTeco K40,2024-06-06,ISO 19794-2,Active
FP-UGF23AI313-F02,BIO0313,UGF23AI313,Tariq Prakash More,Right Middle,Right,66,426,64,ZKTeco K40,2024-06-06,ISO 19794-2,Active
FP-UGF23AI314-F04,BIO0314,UGF23AI314,Yamini Ram Patil,Right Little,Right,29,456,99,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI314-F06,BIO0314,UGF23AI314,Yamini Ram Patil,Left Index,Left,49,488,80,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI315-F04,BIO0315,UGF23AI315,Om Chand Upadhyay,Right Little,Right,47,431,87,Secugen Hamster Pro,2024-06-25,ISO 19794-2,Active
FP-UGF23AI315-F01,BIO0315,UGF23AI315,Om Chand Upadhyay,Right Index,Right,43,499,62,Secugen Hamster Pro,2024-06-25,ISO 19794-2,Active
FP-UGF23AI316-F04,BIO0316,UGF23AI316,Manish Sai Iyer,Right Little,Right,56,494,84,ZKTeco SF100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI316-F09,BIO0316,UGF23AI316,Manish Sai Iyer,Left Little,Left,64,440,85,ZKTeco SF100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI317-F02,BIO0317,UGF23AI317,Siddharth Nath Patel,Right Middle,Right,57,495,96,ZKTeco K40,2024-06-19,ISO 19794-2,Inactive
FP-UGF23AI317-F01,BIO0317,UGF23AI317,Siddharth Nath Patel,Right Index,Right,56,468,93,ZKTeco K40,2024-06-19,ISO 19794-2,Inactive
FP-UGF23AI318-F04,BIO0318,UGF23AI318,Rohit Chand Vaghmare,Right Little,Right,59,512,62,ZKTeco SF100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI318-F06,BIO0318,UGF23AI318,Rohit Chand Vaghmare,Left Index,Left,51,413,88,ZKTeco SF100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI319-F03,BIO0319,UGF23AI319,Anika Rao Bhange,Right Ring,Right,47,505,62,ZKTeco SF100,2024-06-08,ISO 19794-2,Active
FP-UGF23AI319-F04,BIO0319,UGF23AI319,Anika Rao Bhange,Right Little,Right,33,466,94,ZKTeco SF100,2024-06-08,ISO 19794-2,Active
FP-UGF23AI320-F02,BIO0320,UGF23AI320,Rekha Kumar Fernandes,Right Middle,Right,43,494,62,ZKTeco SF100,2024-06-01,ISO 19794-2,Active
FP-UGF23AI320-F03,BIO0320,UGF23AI320,Rekha Kumar Fernandes,Right Ring,Right,53,449,93,ZKTeco SF100,2024-06-01,ISO 19794-2,Active
FP-UGF23AI321-F04,BIO0321,UGF23AI321,Yamini Londhe,Right Little,Right,66,480,63,Startek FM220U,2024-06-04,ISO 19794-2,Active
FP-UGF23AI321-F08,BIO0321,UGF23AI321,Yamini Londhe,Left Ring,Left,30,437,88,Startek FM220U,2024-06-04,ISO 19794-2,Active
FP-UGF23AI322-F01,BIO0322,UGF23AI322,Nisha Kharat,Right Index,Right,43,438,78,Secugen Hamster Pro,2024-06-05,ISO 19794-2,Active
FP-UGF23AI322-F07,BIO0322,UGF23AI322,Nisha Kharat,Left Middle,Left,47,421,87,Secugen Hamster Pro,2024-06-05,ISO 19794-2,Active
FP-UGF23AI323-F01,BIO0323,UGF23AI323,Kamla Kumar,Right Index,Right,36,478,63,Secugen Hamster Pro,2024-06-16,ISO 19794-2,Active
FP-UGF23AI323-F06,BIO0323,UGF23AI323,Kamla Kumar,Left Index,Left,62,466,69,Secugen Hamster Pro,2024-06-16,ISO 19794-2,Active
FP-UGF23AI324-F01,BIO0324,UGF23AI324,Gunjan Devi Fernandes,Right Index,Right,47,506,88,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI324-F07,BIO0324,UGF23AI324,Gunjan Devi Fernandes,Left Middle,Left,23,492,92,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI325-F00,BIO0325,UGF23AI325,Gunjan Sai Pawar,Right Thumb,Right,25,423,97,Startek FM220U,2024-06-09,ISO 19794-2,Active
FP-UGF23AI325-F01,BIO0325,UGF23AI325,Gunjan Sai Pawar,Right Index,Right,62,469,68,Startek FM220U,2024-06-09,ISO 19794-2,Active
FP-UGF23AI326-F01,BIO0326,UGF23AI326,Vanshika Chand Shah,Right Index,Right,43,452,80,Startek FM220U,2024-06-21,ISO 19794-2,Active
FP-UGF23AI326-F07,BIO0326,UGF23AI326,Vanshika Chand Shah,Left Middle,Left,46,403,71,Startek FM220U,2024-06-21,ISO 19794-2,Active
FP-UGF23AI327-F01,BIO0327,UGF23AI327,Nikhil Hivrale,Right Index,Right,47,475,72,Mantra MFS100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI327-F00,BIO0327,UGF23AI327,Nikhil Hivrale,Right Thumb,Right,47,411,76,Mantra MFS100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI328-F00,BIO0328,UGF23AI328,Chetna Yadav,Right Thumb,Right,38,488,70,Startek FM220U,2024-06-26,ISO 19794-2,Active
FP-UGF23AI328-F05,BIO0328,UGF23AI328,Chetna Yadav,Left Thumb,Left,63,493,67,Startek FM220U,2024-06-26,ISO 19794-2,Active
FP-UGF23AI329-F00,BIO0329,UGF23AI329,Pallavi Prasad Banerjee,Right Thumb,Right,23,414,88,Mantra MFS100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI329-F01,BIO0329,UGF23AI329,Pallavi Prasad Banerjee,Right Index,Right,58,446,65,Mantra MFS100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI330-F00,BIO0330,UGF23AI330,Omkar Chand Lal,Right Thumb,Right,51,490,84,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI330-F07,BIO0330,UGF23AI330,Omkar Chand Lal,Left Middle,Left,64,501,92,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI331-F00,BIO0331,UGF23AI331,Isha Mane,Right Thumb,Right,57,420,84,Mantra MFS100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI331-F03,BIO0331,UGF23AI331,Isha Mane,Right Ring,Right,53,448,62,Mantra MFS100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI332-F01,BIO0332,UGF23AI332,Ramesh Shankar Kulkarni,Right Index,Right,67,421,81,Startek FM220U,2024-06-24,ISO 19794-2,Active
FP-UGF23AI332-F07,BIO0332,UGF23AI332,Ramesh Shankar Kulkarni,Left Middle,Left,54,511,69,Startek FM220U,2024-06-24,ISO 19794-2,Active
FP-UGF23AI333-F04,BIO0333,UGF23AI333,Chetna Ram Upadhyay,Right Little,Right,28,511,69,Secugen Hamster Pro,2024-06-26,ISO 19794-2,Active
FP-UGF23AI333-F01,BIO0333,UGF23AI333,Chetna Ram Upadhyay,Right Index,Right,29,498,63,Secugen Hamster Pro,2024-06-26,ISO 19794-2,Active
FP-UGF23AI334-F03,BIO0334,UGF23AI334,Esha Prasad Vaidya,Right Ring,Right,44,439,79,Mantra MFS100,2024-06-13,ISO 19794-2,Active
FP-UGF23AI334-F07,BIO0334,UGF23AI334,Esha Prasad Vaidya,Left Middle,Left,64,498,88,Mantra MFS100,2024-06-13,ISO 19794-2,Active
FP-UGF23AI335-F02,BIO0335,UGF23AI335,Gunjan Ram Nambiar,Right Middle,Right,36,480,71,Mantra MFS100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI335-F01,BIO0335,UGF23AI335,Gunjan Ram Nambiar,Right Index,Right,25,416,72,Mantra MFS100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI336-F02,BIO0336,UGF23AI336,Ritika Lal Ahuja,Right Middle,Right,18,479,76,Mantra MFS100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI336-F07,BIO0336,UGF23AI336,Ritika Lal Ahuja,Left Middle,Left,18,458,91,Mantra MFS100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI337-F00,BIO0337,UGF23AI337,Jagdish More,Right Thumb,Right,72,463,94,ZKTeco SF100,2024-06-01,ISO 19794-2,Active
FP-UGF23AI337-F01,BIO0337,UGF23AI337,Jagdish More,Right Index,Right,69,400,98,ZKTeco SF100,2024-06-01,ISO 19794-2,Active
FP-UGF23AI338-F02,BIO0338,UGF23AI338,Farhan Shankar Mishra,Right Middle,Right,49,430,73,ZKTeco K40,2024-06-12,ISO 19794-2,Active
FP-UGF23AI338-F00,BIO0338,UGF23AI338,Farhan Shankar Mishra,Right Thumb,Right,55,484,90,ZKTeco K40,2024-06-12,ISO 19794-2,Active
FP-UGF23AI339-F04,BIO0339,UGF23AI339,Sumit Jadhav,Right Little,Right,47,452,88,Secugen Hamster Pro,2024-06-11,ISO 19794-2,Active
FP-UGF23AI339-F00,BIO0339,UGF23AI339,Sumit Jadhav,Right Thumb,Right,23,476,98,Secugen Hamster Pro,2024-06-11,ISO 19794-2,Active
FP-UGF23AI340-F02,BIO0340,UGF23AI340,Neha Kaur,Right Middle,Right,18,431,95,ZKTeco SF100,2024-06-19,ISO 19794-2,Active
FP-UGF23AI340-F00,BIO0340,UGF23AI340,Neha Kaur,Right Thumb,Right,35,479,95,ZKTeco SF100,2024-06-19,ISO 19794-2,Active
FP-UGF23AI341-F02,BIO0341,UGF23AI341,Jatin Bala Upadhyay,Right Middle,Right,70,505,73,Startek FM220U,2024-06-15,ISO 19794-2,Active
FP-UGF23AI341-F06,BIO0341,UGF23AI341,Jatin Bala Upadhyay,Left Index,Left,21,423,69,Startek FM220U,2024-06-15,ISO 19794-2,Active
FP-UGF23AI342-F00,BIO0342,UGF23AI342,Indira Vaidya,Right Thumb,Right,21,483,82,Startek FM220U,2024-06-23,ISO 19794-2,Active
FP-UGF23AI342-F05,BIO0342,UGF23AI342,Indira Vaidya,Left Thumb,Left,20,418,62,Startek FM220U,2024-06-23,ISO 19794-2,Active
FP-UGF23AI343-F01,BIO0343,UGF23AI343,Wasim Das Mishra,Right Index,Right,60,473,98,Mantra MFS100,2024-06-05,ISO 19794-2,Active
FP-UGF23AI343-F00,BIO0343,UGF23AI343,Wasim Das Mishra,Right Thumb,Right,37,442,65,Mantra MFS100,2024-06-05,ISO 19794-2,Active
FP-UGF23AI344-F03,BIO0344,UGF23AI344,Faisal Shankar Gaikwad,Right Ring,Right,21,413,86,Secugen Hamster Pro,2024-06-19,ISO 19794-2,Active
FP-UGF23AI344-F01,BIO0344,UGF23AI344,Faisal Shankar Gaikwad,Right Index,Right,29,420,78,Secugen Hamster Pro,2024-06-19,ISO 19794-2,Active
FP-UGF23AI345-F01,BIO0345,UGF23AI345,Gajanan Chand Ambhore,Right Index,Right,57,484,98,ZKTeco K40,2024-06-16,ISO 19794-2,Active
FP-UGF23AI345-F05,BIO0345,UGF23AI345,Gajanan Chand Ambhore,Left Thumb,Left,54,500,95,ZKTeco K40,2024-06-16,ISO 19794-2,Active
FP-UGF23AI346-F00,BIO0346,UGF23AI346,Kunal Gupta,Right Thumb,Right,29,458,97,Secugen Hamster Pro,2024-06-08,ISO 19794-2,Active
FP-UGF23AI346-F07,BIO0346,UGF23AI346,Kunal Gupta,Left Middle,Left,41,404,65,Secugen Hamster Pro,2024-06-08,ISO 19794-2,Active
FP-UGF23AI347-F03,BIO0347,UGF23AI347,Amol Lal Tiwari,Right Ring,Right,67,438,80,Secugen Hamster Pro,2024-06-13,ISO 19794-2,Inactive
FP-UGF23AI347-F06,BIO0347,UGF23AI347,Amol Lal Tiwari,Left Index,Left,41,448,64,Secugen Hamster Pro,2024-06-13,ISO 19794-2,Inactive
FP-UGF23AI348-F04,BIO0348,UGF23AI348,Aarav Upadhyay,Right Little,Right,66,454,95,ZKTeco SF100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI348-F07,BIO0348,UGF23AI348,Aarav Upadhyay,Left Middle,Left,22,437,90,ZKTeco SF100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI349-F00,BIO0349,UGF23AI349,Eshaan Kumar Kumar,Right Thumb,Right,26,415,77,Mantra MFS100,2024-06-03,ISO 19794-2,Active
FP-UGF23AI349-F04,BIO0349,UGF23AI349,Eshaan Kumar Kumar,Right Little,Right,39,467,86,Mantra MFS100,2024-06-03,ISO 19794-2,Active
FP-UGF23AI350-F04,BIO0350,UGF23AI350,Farhan Rao Banerjee,Right Little,Right,51,426,73,Secugen Hamster Pro,2024-06-14,ISO 19794-2,Active
FP-UGF23AI350-F09,BIO0350,UGF23AI350,Farhan Rao Banerjee,Left Little,Left,57,407,66,Secugen Hamster Pro,2024-06-14,ISO 19794-2,Active
